,KEARNY MESA,319,44,328,70,36,33,315,343,345,290,289,294,297,302,299,305,301,294,291,291,301,341,2,50,0,345,08
,OTAY MESA DVN,34,20,46,15,147,80,359,348,330,315,302,298,293,296,295,300,308,318,345,330,347,13,25,17,0,359,06
,PENDLETON,98,18,55,82,30,,,22,51,266,271,267,268,264,268,262,266,234,238,241,211,5,8,83,0,271,10
13 SIGTHETA °,ALPINE,33,60,36,58,17,21,43,34,29,33,29,31,31,27,21,19,20,27,34,16,27,17,18,49,30,60,01
,CHULA VISTA,35,24,33,26,22,22,22,27,43,80,39,21,29,23,22,24,19,20,21,23,30,28,29,37,29,80,09
,DOWNTOWN SES,24,48,27,27,31,30,21,29,56,57,28,15,20,17,17,20,16,21,16,27,22,28,33,43,28,57,09
,EL CAJON LES,34,44,41,39,32,25,33,24,47,63,38,30,32,M,22,26,22,26,25,31,31,20,37,57,34,63,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,20,37,30,20,36,28,19,16,35,35,30,18,19,20,15,16,10,8,8,30,11,24,31,33,23,37,01
,OTAY MESA DVN,24,20,36,40,15,28,22,16,19,40,20,16,15,14,12,12,16,17,13,22,18,21,21,20,21,40,03
,PENDLETON,70,21,22,19,25,,,21,28,20,17,17,20,18,19,19,23,25,25,29,49,28,30,15,25,70,00
14 VWSP MPH,ALPINE,.2,.1,1.3,.1,1.2,1.5,.3,.0,2.0,2.4,3.3,3.9,3.6,4.3,5.0,4.7,1.8,.2,.0,1.5,.3,1.5,1.9,1.4,.0,5.0,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,3.1,2.0,2.2,2.5,2.0,1.8,3.4,2.8,1.0,1.3,3.8,7.7,5.9,6.6,6.2,4.8,3.6,2.8,2.7,1.8,2.8,1.5,2.2,1.4,.0,7.7,11
,EL CAJON LES,1.1,1.7,1.2,1.4,1.8,1.2,.6,1.6,.9,.5,2.9,4.2,3.7,M,4.9,3.5,3.0,1.7,1.7,1.8,2.0,2.4,.2,.9,.0,4.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.0,1.7,1.8,3.1,1.3,1.3,2.7,4.3,2.3,2.3,3.8,7.4,6.2,6.2,6.2,4.6,4.9,5.3,2.3,1.5,3.4,1.1,1.6,1.9,.0,7.4,11
,OTAY MESA DVN,2.0,2.7,1.3,.9,4.1,.9,2.4,4.6,3.3,2.0,3.9,7.1,7.2,7.1,7.5,6.0,3.5,2.9,3.6,2.1,3.0,2.0,1.7,2.0,.0,7.5,14
,PENDLETON,.6,1.8,2.5,2.0,2.2,,,3.0,1.7,3.5,3.8,4.1,3.8,4.1,4.2,3.1,2.1,1.7,1.6,1.8,1.3,1.4,1.3,4.3,.0,4.3,23
15 SWSP MPH,ALPINE,.3,.4,1.5,.2,1.2,1.6,.3,1.4,2.3,2.8,4.1,4.4,4.2,4.8,5.3,5.0,2.0,.3,.0,1.6,.7,1.6,2.0,1.7,2.1,5.3,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,3.4,2.4,2.7,2.9,2.5,2.4,3.6,3.3,1.9,2.2,4.2,8.0,6.2,6.8,6.4,5.2,3.8,3.1,2.8,2.3,3.1,1.7,2.7,1.9,3.6,8.0,11
,EL CAJON LES,1.8,2.0,1.4,2.0,2.1,1.3,1.3,2.2,1.4,1.7,3.5,4.8,4.5,M,5.3,3.9,3.5,2.1,1.9,1.9,2.1,2.6,1.2,1.9,2.5,5.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.3,2.1,2.1,3.3,1.9,1.7,2.9,4.5,2.7,2.8,4.3,7.7,6.5,6.6,6.4,4.9,5.0,5.3,2.4,1.6,3.5,1.4,1.9,2.2,3.6,7.7,11
,OTAY MESA DVN,2.4,2.9,1.7,1.4,4.3,1.6,2.8,5.1,3.5,2.7,4.1,7.4,7.5,7.3,7.6,6.2,4.0,3.0,3.7,2.3,3.1,2.1,1.9,2.2,3.8,7.6,14
,PENDLETON,.9,2.1,2.9,2.1,2.6,,,3.2,2.2,3.8,4.0,4.4,4.1,4.4,4.4,3.4,2.5,1.9,1.8,2.0,1.8,1.6,1.9,4.6,2.8,4.6,23
16 AMBTEMP °F,ALPINE,66.0,64.0,64.6,65.9,66.3,67.6,68.4,71.3,73.2,75.8,78.3,77.1,78.9,78.9,77.3,74.1,71.8,69.1,68.0,68.1,69.3,67.9,69.2,68.3,70.8,78.9,12
,CARMEL MT RCH,54.7,55.0,54.5,53.9,53.1,51.9,51.8,53.2,58.0,64.1,69.5,70.6,71.2,72.2,72.9,72.9,68.7,62.8,60.1,58.9,54.9,55.0,54.8,54.5,60.4,72.9,14
,CHULA VISTA,58.8,58.8,58.0,57.8,57.0,55.6,55.3,57.2,58.4,62.6,66.0,65.3,66.2,66.3,66.5,65.8,63.7,61.0,60.1,59.8,59.7,59.4,59.4,59.0,60.7,66.5,14
,DOWNTOWN SES,59.3,59.3,58.5,58.0,57.7,57.5,57.1,58.1,60.1,64.1,66.6,66.0,67.0,67.4,67.4,67.5,65.2,62.2,60.4,59.9,59.5,59.3,59.4,58.8,61.5,67.5,15
,EL CAJON LES,57.7,56.6,56.6,56.2,55.1,53.7,53.5,54.5,58.9,66.2,72.2,76.0,78.0,78.6,78.3,77.5,73.7,68.6,64.4,61.2,59.3,57.8,57.9,58.0,63.8,78.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,56.9,56.9,56.6,55.9,54.4,53.9,54.0,55.1,55.6,61.2,68.5,69.6,69.1,70.2,70.5,71.2,66.5,59.6,57.5,56.2,54.5,56.6,56.9,56.4,60.2,71.2,15
,OTAY MESA DVN,55.4,55.4,55.4,54.9,54.8,53.2,51.8,52.7,56.3,63.4,69.5,71.2,69.6,70.1,68.2,67.4,65.7,62.1,58.3,57.0,56.5,56.4,55.8,55.7,59.9,71.2,11
,PENDLETON,59.0,58.9,58.4,57.9,57.2,,,57.1,57.3,59.2,59.9,61.0,61.5,61.4,61.2,60.3,59.5,59.2,58.8,58.3,58.1,58.0,58.0,57.9,59.0,61.5,12
17 RELHUM %,ALPINE,37,38,35,32,31,30,30,29,26,22,22,29,24,30,35,44,46,52,55,52,42,41,30,35,35,55,18
,EL CAJON LES,95,96,98,97,97,99,100,99,85,62,52,43,40,45,45,45,53,65,76,84,89,95,97,96,77,100,06
,KEARNY MESA,100,100,100,100,100,100,100,100,100,86,65,67,65,63,63,61,74,92,98,100,100,100,100,100,89,100,00
18 PRES mmHg,EL CAJON LES,750,750,750,750,750,749,750,750,750,750,749,749,748,748,747,747,747,747,748,748,748,748,749,749,749,750,00
,KEARNY MESA,751,751,751,750,750,750,750,751,751,751,750,750,749,749,748,748,748,748,748,748,749,749,749,749,750,751,00
19 SOLAR W/M2,EL CAJON LES,2,2,3,3,2,2,28,130,396,535,643,670,637,537,388,207,36,-3,-2,-2,0,1,3,3,176,670,11
,KEARNY MESA,0,0,0,0,0,0,11,61,195,513,599,624,595,510,382,217,52,0,0,0,0,0,0,0,157,624,11
25 NOY,EL CAJON LES,14.61,13.21,13.54,11.73,12.18,C,C,23.52,23.01,19.85,20.84,16.67,13.99,M,13.48,13.95,15.69,20.74,18.47,15.17,13.28,11.22,10.75,13.49,15.68,23.52,07
26 NOY-NO,EL CAJON LES,14.48,13.19,13.50,11.67,12.08,C,C,13.61,13.11,12.15,12.65,11.61,10.69,M,11.86,12.73,15.25,20.40,18.28,15.14,13.01,11.14,10.73,13.47,13.36,20.40,17
27 NO Trace,EL CAJON LES,.12,.02,.03,.05,.10,C,C,9.90,9.89,7.69,8.18,5.06,3.30,M,1.62,1.22,.44,.33,.19,.03,.27,.08,.02,.02,2.31,9.90,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.1,10
29 CO Tr PPB,EL CAJON LES,323.4,328.7,C,C,C,321.7,470.8,494.2,484.7,444.8,526.4,427.5,412.9,462.1,432.6,434.4,446.7,516.0,476.2,392.1,345.5,301.7,293.8,355.2,413.8,526.4,10
BCarbon ug/m3,10TH AVE MARINE TERM,.33,.34,.75,.78,1.02,.89,1.14,.88,1.12,1.13,1.27,.95,1.04,1.23,.91,.79,.69,.53,.82,.55,.55,.59,.99,1.24,.86,1.27,10
,ALPINE,.22,.20,.17,.14,.15,.26,.36,.32,.33,.24,.24,.41,.35,.54,.65,.87,.79,.90,.99,.71,.51,.44,.23,.32,.43,.99,18
,CHICANO PARK,.56,.39,.44,.63,.83,.90,1.01,.86,.83,1.82,1.51,1.04,1.28,1.36,1.28,1.14,1.04,.87,1.62,1.06,.84,.81,1.15,1.07,1.01,1.82,09
,DOWNTOWN SES,.47,.36,.41,.56,.73,.79,.87,.65,.75,<,1.42,1.11,1.26,1.35,1.17,1.53,1.28,1.26,1.62,1.13,.76,.76,1.11,1.19,.98,1.62,18
,OCEANVIEW BLVD,.53,.47,.50,.54,.68,.72,.77,.67,.62,.99,1.41,.98,1.18,1.26,1.16,1.22,1.10,.89,1.05,.95,.58,.54,.78,1.15,.86,1.41,10
,SAN YSIDRO,.43,.34,.54,.55,.93,3.85,3.51,1.06,1.13,1.13,.89,.83,.80,.92,.84,.59,.46,.37,.36,.50,.71,.68,.71,.89,.96,3.85,05
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.92,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.03,.00,00
