,CHULA VISTA,23,17,16,14,14,64,14,14,16,16,15,16,17,17,22,16,43,35,19,10,16,19,40,44,22,64,05
,DOWNTOWN SES,,,,,,,,,,P,25,24,24,31,42,26,18,19,16,52,29,29,54,24,30,54,22
,EL CAJON LES,48,46,44,42,67,64,26,45,48,46,43,35,26,20,24,29,41,20,40,70,61,78,85,65,46,85,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,7,6,7,8,7,15,12,13,32,24,39,25,14,11,13,25,10,14,23,44,26,14,15,9,17,44,19
,OTAY MESA DVN,26,40,8,18,12,26,20,17,14,14,12,11,14,14,14,13,12,26,17,24,32,8,10,18,18,40,01
,PENDLETON,15,13,12,12,12,12,13,13,13,13,12,14,32,23,17,13,14,17,12,17,13,14,14,14,15,32,12
14 VWSP MPH,ALPINE,.3,1.5,.7,.6,2.5,.5,2.7,1.0,2.1,3.9,2.1,2.9,3.0,2.6,1.6,1.4,1.8,1.9,1.8,2.5,2.3,4.0,5.5,4.9,.0,5.5,22
,CHULA VISTA,1.8,3.4,4.0,5.5,4.3,.9,5.1,5.0,4.7,6.8,7.8,7.4,6.8,5.2,4.9,5.9,2.5,1.3,1.3,2.1,2.6,1.4,.7,1.0,.0,7.8,10
,DOWNTOWN SES,,,,,,,,,,P,4.1,4.5,5.0,1.9,2.2,3.4,3.4,3.0,2.5,1.8,2.7,.9,1.2,1.6,.0,5.0,12
,EL CAJON LES,.7,1.1,.9,.7,.8,.5,1.7,.3,1.4,.4,1.1,.4,2.1,4.0,4.6,3.2,1.4,1.8,1.0,.5,.6,.5,.5,.5,.0,4.6,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.0,4.6,4.1,4.3,6.8,2.9,3.7,5.9,3.5,3.1,1.3,1.4,5.0,6.8,5.6,3.0,4.0,2.6,2.0,.8,1.8,2.4,2.7,3.4,.0,6.8,04
,OTAY MESA DVN,1.6,1.8,4.4,2.8,5.5,4.1,2.7,8.8,10.6,11.0,13.1,11.9,10.3,10.2,10.4,9.3,9.6,2.3,3.4,2.3,1.0,4.0,4.3,3.7,.0,13.1,10
,PENDLETON,5.1,5.8,5.0,6.4,6.2,6.2,6.4,6.4,6.2,6.8,7.1,4.9,1.8,3.2,3.7,3.9,2.3,1.7,5.3,4.0,4.5,5.6,10.3,11.8,.0,11.8,23
15 SWSP MPH,ALPINE,.4,1.6,.9,.8,2.6,1.5,2.9,1.4,3.2,4.3,3.8,3.6,3.3,2.9,2.1,3.8,2.6,2.6,3.8,4.6,4.0,5.3,6.6,6.2,3.1,6.6,22
,CHULA VISTA,2.0,3.6,4.2,5.6,4.4,1.5,5.3,5.2,5.0,7.0,8.1,7.7,7.1,5.5,5.2,6.2,2.8,1.6,1.4,2.2,2.7,1.6,.8,1.3,4.1,8.1,10
,DOWNTOWN SES,,,,,,,,,,P,4.5,5.0,5.6,2.9,3.2,3.8,3.6,3.3,2.7,2.7,3.0,1.2,1.9,1.8,3.2,5.6,12
,EL CAJON LES,1.5,1.8,1.2,1.4,1.2,.8,2.0,1.4,1.8,.9,1.3,2.5,2.3,4.4,4.9,3.6,2.3,2.0,1.4,1.4,1.2,1.2,1.8,1.0,1.9,4.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.0,4.6,4.1,4.4,6.9,3.2,3.8,6.0,3.9,4.5,2.6,2.5,5.2,7.2,5.9,3.4,4.0,2.9,2.3,1.3,2.1,2.6,3.2,3.5,3.9,7.2,13
,OTAY MESA DVN,2.8,1.9,4.5,2.9,5.6,5.0,3.0,9.9,10.9,11.4,13.4,12.1,10.6,10.5,10.7,9.6,10.1,2.5,4.0,2.7,1.4,4.1,4.4,3.9,6.6,13.4,10
,PENDLETON,5.3,5.9,5.1,6.5,6.4,6.3,6.6,6.7,6.4,7.1,7.2,5.0,2.2,4.2,3.9,4.2,2.8,1.9,5.4,4.3,4.6,5.8,10.6,12.2,5.7,12.2,23
16 AMBTEMP °F,ALPINE,44.1,44.2,44.4,45.1,44.4,45.5,46.1,46.7,48.8,49.5,52.9,52.4,52.3,52.1,53.1,53.9,50.0,48.8,48.5,48.0,49.1,50.9,52.4,52.5,49.0,53.9,15
,CARMEL MT RCH,46.6,46.7,47.2,46.5,46.7,48.3,49.3,50.3,51.8,54.3,58.2,58.9,58.6,58.2,58.1,57.9,57.0,56.5,57.2,56.5,55.7,55.3,52.6,51.5,53.3,58.9,11
,CHULA VISTA,48.8,49.2,49.5,49.8,50.2,50.3,51.8,52.1,53.9,56.3,57.4,58.2,58.4,60.5,61.7,60.2,58.8,56.4,53.7,51.5,51.1,52.1,51.6,50.9,53.9,61.7,14
,DOWNTOWN SES,,,,,,,,,,P,58.6,59.6,60.0,59.8,61.7,60.5,59.3,58.1,56.8,54.9,53.3,52.5,52.9,53.0,57.2,61.7,14
,EL CAJON LES,44.5,45.4,44.6,44.2,44.1,44.4,45.3,46.6,47.9,51.0,M,M,M,58.6,59.5,60.2,58.0,56.3,53.0,50.4,47.7,48.0,48.7,48.1,49.8,60.2,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,48.2,48.5,48.2,48.0,48.3,48.8,49.7,50.2,52.3,55.9,57.7,59.1,59.0,57.2,57.6,58.9,57.4,55.4,53.7,52.5,49.5,46.9,49.3,49.9,52.6,59.1,11
,OTAY MESA DVN,47.7,47.1,47.9,49.8,51.6,51.8,50.4,52.9,52.3,54.0,54.9,55.7,57.1,57.7,58.6,57.1,56.0,53.7,52.6,52.3,50.8,51.7,51.7,52.0,52.8,58.6,14
,PENDLETON,49.3,48.9,50.1,50.5,49.7,50.6,49.9,50.6,53.3,56.5,58.3,60.0,61.3,61.3,61.9,60.1,58.9,58.6,57.9,56.0,57.1,57.9,59.5,60.3,55.8,61.9,14
17 RELHUM %,ALPINE,78,77,69,62,62,62,57,57,45,44,38,41,43,42,43,40,50,51,45,47,42,37,32,33,50,78,00
,EL CAJON LES,90,85,89,89,88,88,83,76,79,70,M,M,M,38,37,34,37,43,50,57,65,62,60,66,66,90,00
,KEARNY MESA,87,87,86,85,82,77,73,69,59,47,42,39,42,51,50,43,51,56,56,59,60,66,65,65,62,87,00
18 PRES mmHg,EL CAJON LES,750,750,750,749,749,749,749,749,749,749,748,748,747,747,747,747,747,747,747,747,747,747,747,747,748,750,00
,KEARNY MESA,751,751,751,750,750,750,750,750,750,750,750,749,748,748,748,748,748,748,748,748,748,748,748,748,749,751,00
19 SOLAR W/M2,EL CAJON LES,0,1,0,0,1,1,2,24,106,242,359,255,150,224,339,179,17,-1,-3,-2,-1,2,2,1,79,359,10
,KEARNY MESA,0,0,0,0,0,0,1,23,108,299,418,205,193,118,186,181,24,0,0,0,0,0,0,0,73,418,10
25 NOY,EL CAJON LES,25.87,11.56,21.98,20.11,17.98,C,C,26.32,58.49,56.69,29.20,17.10,14.88,17.31,18.38,15.58,19.03,28.74,30.39,33.44,41.20,32.83,32.54,48.22,28.08,58.49,08
26 NOY-NO,EL CAJON LES,18.12,8.97,15.29,15.11,13.43,C,C,15.84,21.43,23.23,17.11,11.42,10.56,11.78,12.32,11.25,15.50,23.71,24.06,27.10,30.61,26.92,27.38,28.76,18.63,30.61,20
27 NO Trace,EL CAJON LES,7.74,2.59,6.68,5.00,4.54,C,C,10.48,37.06,33.45,12.09,5.67,4.31,5.52,6.05,4.33,3.52,5.02,6.33,6.34,10.59,5.90,5.15,19.45,9.44,37.06,08
28 SO2 Tr PPB,EL CAJON LES,.1,.0,C,C,C,.0,.0,.1,.2,.2,M,M,.2,.2,.3,.2,.2,.3,.2,.3,.2,.2,.1,.2,.1,.3,14
29 CO Tr PPB,EL CAJON LES,531.3,310.7,C,C,C,412.6,464.2,411.7,828.7,745.0,C,C,290.2,320.3,320.0,271.4,312.0,466.3,531.7,621.2,718.0,729.6,586.8,876.9,513.0,876.9,23
BCarbon ng/m3,DOWNTOWN SES,,,,,,,,,,P,583.3,596.3,569.4,600.3,568.7,876.1,851.9,886.5,1276.6,1983.9,1953.9,2468.9,2364.2,1924.5,1250.3,2468.9,21
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
