,KEARNY MESA,60.4,62.2,62.6,63.5,68.2,64.1,62.9,71.2,77.4,80.2,82.5,81.6,83.7,84.2,83.1,79.1,74.3,70.6,68.4,65.8,64.6,63.7,63.0,60.9,70.8,84.2,13
,OTAY MESA DVN,62.2,62.5,62.8,63.7,64.3,64.9,65.9,71.0,77.7,80.2,82.0,79.7,80.9,81.1,81.1,78.2,73.5,68.4,65.7,66.0,65.3,65.1,64.9,64.3,70.5,82.0,10
,PENDLETON,61.6,60.3,60.0,59.1,59.2,58.4,60.5,66.1,68.2,68.9,68.2,67.4,67.3,67.7,68.0,66.7,67.1,67.5,67.5,67.0,66.3,65.8,64.2,64.5,64.9,68.9,09
17 RELHUM %,ALPINE,30,29,33,37,34,32,30,22,19,15,14,18,19,21,24,24,28,41,43,36,45,26,21,26,28,45,20
,EL CAJON LES,85,85,87,88,88,87,84,64,42,29,25,28,27,29,30,34,47,61,68,73,80,81,77,85,62,88,03
,KEARNY MESA,91,87,76,63,46,55,60,43,33,34,34,37,35,29,36,39,51,64,70,84,80,79,81,87,58,91,00
18 PRES mmHg,EL CAJON LES,748,748,747,747,747,747,747,748,747,747,747,746,745,745,744,744,744,744,745,745,745,745,745,745,746,748,00
,KEARNY MESA,746,745,745,745,744,745,745,745,745,745,745,744,743,742,742,742,742,742,743,743,743,743,743,742,744,746,00
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,2,38,334,475,656,755,806,770,653,490,274,49,1,-1,-2,-1,0,0,-1,221,806,11
,KEARNY MESA,0,0,0,0,0,1,88,296,498,654,748,788,759,666,489,251,65,3,0,0,0,0,0,0,221,788,11
25 NOY,EL CAJON LES,9.73,11.30,12.67,18.04,23.81,C,C,40.41,27.44,21.15,20.95,16.79,11.20,11.85,12.02,12.41,13.33,16.01,16.57,17.56,14.56,14.38,14.44,15.55,16.91,40.41,07
26 NOY-NO,EL CAJON LES,9.73,11.19,12.62,16.01,18.58,C,C,22.43,18.34,16.04,16.45,14.06,9.93,10.29,10.53,11.22,12.61,15.59,16.42,17.42,14.59,14.28,14.20,15.49,14.45,22.43,07
27 NO Trace,EL CAJON LES,.00,.10,.04,2.02,5.22,C,C,17.97,9.10,5.10,4.49,2.72,1.26,1.55,1.49,1.18,.71,.42,.14,.14,-.02,.09,.24,.06,2.45,17.97,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.1,.1,.2,.1,.2,.3,.4,.3,.3,.3,.3,.2,.1,.1,.0,.0,.0,.0,.0,.1,.4,11
29 CO Tr PPB,EL CAJON LES,316.8,336.7,C,C,C,568.4,708.1,669.5,478.0,401.8,371.8,336.3,300.1,317.3,295.8,324.3,342.9,390.2,422.0,437.8,394.7,397.9,401.0,458.9,412.8,708.1,06
BCarbon ng/m3,DOWNTOWN SES,1052.1,1210.6,969.7,1162.6,1278.5,1910.0,2631.9,2679.9,3172.7,2885.9,1461.3,1679.3,975.6,926.4,1253.1,1007.8,822.3,899.5,990.5,800.8,1031.8,902.9,1109.2,609.5,1392.7,3172.7,08
