,EL CAJON LES,26,25,26,25,26,25,26,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,25,25,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,25,02
,OTAY MESA DVN,27,27,27,27,27,27,27,27,26,26,25,25,25,25,24,24,24,25,25,25,26,26,26,26,26,27,00
,PENDLETON,24,24,25,25,25,25,25,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,25,02
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,7.8,8.0,5.4,3.4,4.6,2.8,2.4,3.7,7.8,8.6,6.6,M,1.5,6.9,16.5,7.9,12.5,22.3,20.1,11.0,9.5,8.8,10.0,14.6,8.8,22.3,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,10.6,13.6,12.4,12.9,17.1,14.5,16.5,20.3,12.8,17.7,44.9,13.3,13.4,15.3,16.9,11.8,14.7,14.3,11.5,12.1,15.4,10.3,12.9,12.7,15.3,44.9,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,9.5,7.8,7.6,10.5,13.3,12.4,10.9,21.1,16.5,17.7,17.9,18.2,11.5,15.9,13.0,17.8,12.1,11.7,14.2,13.8,11.3,9.2,9.9,9.1,13.0,21.1,07
,PENDLETON,8.6,9.9,7.4,6.4,6.9,8.5,10.8,12.6,12.6,11.8,8.0,7.8,7.6,13.5,10.7,8.5,12.5,12.4,10.5,10.3,9.1,12.6,9.0,7.7,9.8,13.5,13
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,81,161,88,48,75,356,44,294,270,300,290,290,250,268,298,288,306,310,317,341,316,258,339,137,239,356,05
,CHULA VISTA,299,251,346,353,298,335,321,273,266,277,274,273,257,241,245,255,246,239,233,221,228,247,244,255,270,353,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,303,219,16,356,340,334,338,281,245,262,249,262,251,214,244,224,233,217,215,208,216,197,192,211,243,356,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,322,347,345,13,291,288,316,318,286,294,302,280,256,255,266,234,222,238,217,178,161,150,247,287,255,347,01
,OTAY MESA DVN,297,304,310,345,297,346,294,250,289,295,296,294,296,293,296,297,297,292,303,330,338,331,309,331,305,346,05
,PENDLETON,254,29,87,204,353,21,26,316,288,264,267,272,268,260,244,235,231,222,218,177,186,168,175,182,206,353,04
13 SIGTHETA °,ALPINE,45,24,17,58,32,56,55,33,29,27,22,27,29,30,30,28,24,23,21,20,48,45,33,53,34,58,03
,CHULA VISTA,27,38,32,49,33,22,31,49,21,23,22,20,23,24,21,23,26,23,23,27,23,16,16,28,27,49,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,19,43,38,34,56,44,33,44,57,47,51,23,25,21,25,22,24,19,18,17,17,41,19,28,32,57,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,13,49,32,31,11,14,15,20,37,29,22,17,24,20,21,15,17,15,14,14,11,14,33,10,21,49,01
,OTAY MESA DVN,18,24,23,34,49,19,45,52,21,13,14,17,24,22,15,14,17,16,12,16,12,14,16,15,22,52,07
,PENDLETON,24,23,34,35,25,15,19,21,19,12,13,15,13,11,13,18,19,19,18,22,19,18,23,30,20,35,03
14 VWSP MPH,ALPINE,.6,1.7,2.0,1.1,1.9,1.2,1.5,2.0,3.1,3.5,4.9,4.9,5.5,5.4,4.8,4.9,5.5,4.2,3.6,2.0,.3,.3,.3,.3,2.7,5.5,12
,CHULA VISTA,2.4,.9,1.8,1.1,1.3,1.8,2.0,2.1,6.0,6.5,7.3,8.5,6.6,6.5,7.2,6.1,5.6,4.6,4.0,2.7,2.0,2.8,2.6,1.7,3.9,8.5,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,3.4,1.0,.8,.9,1.2,1.0,1.7,1.6,1.7,2.7,2.6,6.0,6.9,7.0,5.9,7.5,5.8,5.8,5.5,3.7,3.2,1.4,1.9,1.5,3.4,7.5,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.2,1.3,1.2,2.5,3.2,3.4,5.3,5.7,3.6,6.1,8.1,11.0,7.5,7.7,7.8,8.4,7.1,6.3,5.5,4.2,3.7,2.8,1.7,3.2,5.1,11.0,11
,OTAY MESA DVN,3.6,2.5,2.7,1.1,.8,2.7,1.8,1.2,5.0,9.3,8.9,9.2,7.6,7.2,8.6,9.1,8.0,6.1,5.8,4.3,3.6,3.8,3.8,3.9,5.0,9.3,09
,PENDLETON,2.6,2.5,1.2,1.2,.7,3.0,2.7,2.5,4.4,5.6,5.2,5.2,5.9,6.8,8.1,6.5,4.7,4.8,4.8,3.4,3.1,2.9,2.4,1.8,3.8,8.1,14
15 SWSP MPH,ALPINE,1.3,1.9,2.7,1.9,2.8,2.6,2.4,3.2,3.5,3.8,5.3,5.4,6.3,6.1,5.6,5.7,6.0,4.5,3.7,2.1,1.3,1.4,1.0,.9,3.4,6.3,12
,CHULA VISTA,2.8,1.4,2.1,1.5,1.7,1.9,2.4,3.2,6.4,7.1,7.9,9.0,7.2,7.0,7.7,6.5,6.1,5.0,4.3,3.1,2.2,2.9,2.7,1.9,4.3,9.0,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,3.6,1.7,1.8,1.6,1.6,1.8,2.2,2.2,2.7,3.7,3.8,6.8,7.6,7.5,7.0,8.5,6.5,6.2,5.7,3.9,3.3,1.7,2.0,2.0,4.0,8.5,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.4,2.3,2.0,2.8,3.3,3.6,5.7,6.0,4.6,6.8,8.6,11.5,8.0,8.2,8.3,8.8,7.4,6.6,5.8,4.6,3.9,3.0,2.5,3.3,5.5,11.5,11
,OTAY MESA DVN,4.3,2.9,3.7,2.4,2.5,2.8,3.1,3.2,5.3,9.6,9.2,9.6,8.1,7.7,8.9,9.4,8.4,6.4,5.9,4.5,3.7,3.9,4.1,4.2,5.6,9.6,09
,PENDLETON,2.8,3.2,1.5,1.6,2.4,3.3,3.0,3.5,4.7,5.8,5.3,5.4,6.0,6.9,8.3,6.8,5.0,5.0,5.1,3.6,3.3,3.1,2.7,2.3,4.2,8.3,14
16 AMBTEMP °F,ALPINE,71.9,68.3,69.8,74.5,77.8,77.4,77.8,84.7,84.8,87.4,90.6,93.5,94.8,92.5,91.6,89.5,85.2,78.9,72.3,69.6,68.7,67.8,69.5,69.5,79.5,94.8,12
,CARMEL MT RCH,64.8,64.8,65.4,65.9,66.3,66.7,66.2,69.2,74.0,79.7,80.6,81.5,83.7,85.3,84.9,82.1,78.3,73.4,70.5,68.0,67.1,66.5,65.4,64.7,72.3,85.3,13
,CHULA VISTA,67.4,67.6,67.8,67.9,68.0,67.9,68.8,71.8,72.0,73.7,74.6,74.7,74.7,74.1,73.3,71.7,70.3,68.6,67.6,66.7,66.4,66.0,65.8,65.8,69.7,74.7,11
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,67.0,66.8,67.3,67.2,67.4,67.4,68.4,72.4,77.9,81.0,86.3,88.3,87.0,86.4,86.3,82.4,80.2,76.3,71.1,68.4,67.6,67.1,66.9,66.9,74.3,88.3,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,66.7,66.7,66.8,67.0,66.6,66.1,66.8,69.4,74.9,78.0,79.5,78.7,78.3,78.8,80.0,76.3,74.9,72.7,69.6,68.1,67.6,67.2,66.4,65.1,71.3,80.0,14
,OTAY MESA DVN,65.9,65.9,66.0,66.2,66.2,66.2,68.0,72.1,75.4,76.5,78.2,78.9,79.1,79.8,78.7,75.9,73.9,71.3,67.6,66.4,65.9,66.0,65.4,64.5,70.8,79.8,13
,PENDLETON,69.3,69.2,68.9,69.1,68.5,67.9,68.3,69.9,70.7,71.0,71.3,72.3,73.0,73.9,73.1,71.9,70.7,69.9,69.2,68.9,68.9,68.7,68.8,68.6,70.1,73.9,13
17 RELHUM %,ALPINE,53,66,45,28,17,20,30,26,31,32,28,29,31,36,36,37,43,55,69,74,76,77,74,73,45,77,21
,EL CAJON LES,86,87,86,85,85,85,82,73,62,55,46,44,46,46,45,52,56,62,73,79,81,81,82,82,69,87,01
,KEARNY MESA,91,91,91,90,91,92,91,87,73,65,61,61,61,61,59,65,67,71,78,82,82,83,84,87,78,92,05
18 PRES mmHg,KEARNY MESA,745,744,744,744,744,745,745,745,745,745,745,744,744,744,744,744,744,744,745,745,745,746,746,745,745,746,21
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,12,106,411,654,790,901,959,944,876,784,367,375,137,27,0,0,0,0,0,306,959,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.2,.2,.2,.2,.2,.2,.3,.2,.1,.1,.0,.0,.0,.0,.0,.0,.1,.3,14
29 CO Tr PPB,EL CAJON LES,227.2,218.9,C,C,C,272.7,321.4,327.3,346.0,324.6,304.4,267.2,264.3,234.9,252.4,229.5,233.6,204.7,205.4,190.1,183.5,180.6,190.1,186.7,245.9,346.0,08
