,OTAY MESA DVN,349,344,343,2,0,10,7,343,318,302,290,295,298,301,296,298,298,292,295,282,299,344,339,358,263,358,23
,PENDLETON,182,142,180,131,27,15,172,204,223,231,248,255,259,259,259,253,246,240,241,219,200,175,176,178,196,259,12
13 SIGTHETA °,ALPINE,28,24,16,14,26,13,24,27,26,29,29,32,27,22,23,25,24,21,18,29,27,26,30,30,25,32,11
,CHULA VISTA,22,26,49,32,49,31,47,53,58,32,23,22,21,22,25,24,21,25,18,19,21,23,40,35,31,58,08
,DOWNTOWN SES,21,25,27,30,31,38,31,37,55,25,22,21,20,26,22,22,19,20,22,22,24,24,31,32,27,55,08
,EL CAJON LES,14,16,19,16,34,35,29,46,68,60,57,26,20,21,22,24,23,19,15,18,20,17,22,15,27,68,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,13,58,16,16,31,24,27,26,57,51,28,17,21,16,19,18,21,18,14,14,25,18,19,36,25,58,01
,OTAY MESA DVN,12,10,16,11,18,18,52,33,37,33,28,17,15,17,16,16,14,12,11,9,15,11,14,18,19,52,06
,PENDLETON,19,48,31,44,24,9,52,25,22,19,13,13,11,10,12,14,14,21,25,19,23,17,16,17,22,52,06
14 VWSP MPH,ALPINE,.5,.9,.4,1.0,.6,.9,.4,1.8,3.2,3.7,4.3,4.5,6.0,7.2,6.4,5.7,4.6,4.2,3.0,1.4,1.3,.7,.7,.8,2.7,7.2,13
,CHULA VISTA,2.4,1.9,1.6,1.2,.9,1.1,1.0,1.4,1.8,3.5,5.6,7.0,7.2,6.3,5.6,5.6,5.2,4.4,4.0,3.5,2.7,2.4,1.3,1.2,3.3,7.2,12
,DOWNTOWN SES,2.7,2.3,2.0,1.7,1.8,1.3,2.5,2.7,1.6,5.1,6.5,7.4,7.9,7.3,7.2,6.9,6.4,5.8,4.8,4.6,4.0,3.0,2.4,2.0,4.2,7.9,12
,EL CAJON LES,1.8,1.9,1.8,1.9,1.3,.9,1.5,1.5,1.3,1.6,3.0,6.2,7.3,6.9,6.5,5.8,5.0,5.0,4.7,4.2,3.2,3.0,2.0,2.1,3.4,7.3,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.5,.3,1.7,1.8,1.0,2.5,2.7,3.7,2.1,2.4,6.0,8.7,7.7,9.0,8.4,7.3,6.2,5.8,5.0,4.8,3.2,3.8,3.1,1.8,4.2,9.0,13
,OTAY MESA DVN,3.4,4.1,2.6,2.0,1.8,1.7,.9,1.9,3.0,4.1,5.7,9.1,8.9,7.9,8.1,8.0,7.8,7.2,5.1,3.9,3.3,3.5,3.2,2.2,4.6,9.1,11
,PENDLETON,1.4,.4,1.6,.6,2.0,2.8,.6,2.7,3.8,4.7,5.6,7.1,7.4,7.5,6.6,6.7,5.3,3.9,2.6,2.6,2.2,3.5,4.1,3.9,3.7,7.5,13
15 SWSP MPH,ALPINE,.9,1.3,.6,1.0,.8,1.0,.9,2.0,3.6,4.2,5.0,5.4,6.5,7.6,6.9,6.2,5.1,4.4,3.1,1.6,1.6,1.1,.9,1.0,3.0,7.6,13
,CHULA VISTA,2.6,2.2,1.9,1.6,1.2,1.4,1.3,2.0,2.5,4.0,6.1,7.5,7.8,6.8,6.2,6.1,5.5,4.9,4.2,3.7,2.8,2.6,1.6,1.4,3.7,7.8,12
,DOWNTOWN SES,2.9,2.7,2.2,1.9,2.1,1.7,3.0,3.1,2.8,5.7,7.1,8.0,8.4,8.2,7.8,7.5,6.8,6.1,5.2,5.0,4.5,3.4,2.8,2.5,4.6,8.4,12
,EL CAJON LES,1.9,2.0,1.8,2.0,1.5,1.9,1.6,2.0,2.3,2.7,4.0,6.9,8.0,7.4,7.1,6.3,5.5,5.3,4.8,4.4,3.4,3.2,2.1,2.2,3.8,8.0,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.6,.5,1.8,2.0,1.5,2.9,3.0,4.0,3.1,3.5,6.7,9.0,8.2,9.4,8.9,7.8,6.7,6.1,5.2,5.0,3.6,4.1,3.2,2.5,4.6,9.4,13
,OTAY MESA DVN,3.5,4.1,2.7,2.1,1.9,1.7,1.7,2.2,3.5,4.7,6.3,9.5,9.2,8.2,8.6,8.3,8.0,7.4,5.2,3.9,3.5,3.6,3.4,2.5,4.8,9.5,11
,PENDLETON,1.5,.8,1.8,1.7,2.1,2.8,2.2,3.2,4.1,5.0,5.8,7.2,7.5,7.6,6.7,6.9,5.5,4.1,2.8,2.8,2.4,3.7,4.2,4.0,4.0,7.6,13
16 AMBTEMP °F,ALPINE,73.4,72.8,73.2,72.6,71.9,72.0,74.8,78.7,82.0,84.7,88.5,91.7,92.7,90.5,88.5,86.3,83.6,78.6,73.2,70.4,69.2,67.9,66.4,66.9,77.9,92.7,12
,CARMEL MT RCH,67.9,67.1,66.2,66.2,66.9,67.3,68.6,71.4,75.6,81.0,85.3,86.9,85.9,85.4,84.3,83.3,80.6,76.9,71.8,70.0,68.6,68.1,67.6,67.5,74.2,86.9,11
,CHULA VISTA,68.4,68.5,68.3,68.0,68.0,68.1,68.6,70.5,73.6,76.5,77.0,76.5,75.6,75.3,74.9,74.6,73.2,71.2,69.9,69.0,68.3,68.2,68.3,68.3,71.2,77.0,10
,DOWNTOWN SES,68.7,68.7,68.5,68.4,68.3,68.2,68.6,69.2,71.6,74.4,74.9,75.1,75.6,75.6,74.9,73.9,72.8,70.6,68.9,68.0,67.8,67.6,67.5,67.6,70.6,75.6,12
,EL CAJON LES,69.2,68.0,67.1,67.0,67.7,68.4,69.2,71.9,77.0,81.6,86.7,88.3,86.6,85.8,84.9,83.7,82.4,78.2,73.3,70.6,69.2,68.3,67.4,67.1,75.0,88.3,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,68.6,68.0,68.5,68.9,69.0,69.2,70.1,72.8,75.7,80.6,83.6,82.2,82.1,81.5,81.0,79.5,77.7,75.0,71.7,69.6,69.3,69.0,68.8,68.5,73.8,83.6,10
,OTAY MESA DVN,67.2,66.8,66.9,66.4,66.7,67.0,68.4,70.9,75.4,80.7,84.0,82.5,80.7,80.2,80.2,79.3,76.9,73.6,70.0,68.1,67.4,66.9,66.5,66.6,72.5,84.0,10
,PENDLETON,69.6,69.2,69.6,69.4,68.9,68.8,69.7,70.9,72.5,74.0,74.5,75.1,75.0,75.0,74.8,74.4,73.8,72.0,70.9,70.5,70.4,71.0,70.5,70.0,71.7,75.1,11
17 RELHUM %,ALPINE,44,44,43,44,45,45,41,37,37,34,32,27,25,33,37,40,44,52,62,66,70,76,83,79,48,83,22
,EL CAJON LES,86,89,91,92,90,88,86,78,64,52,41,38,42,44,46,48,48,56,70,78,82,83,85,85,69,92,03
,KEARNY MESA,91,92,89,90,90,89,86,79,70,56,50,56,54,54,55,57,61,68,77,83,83,83,83,83,74,92,01
18 PRES mmHg,EL CAJON LES,745,745,745,745,745,745,745,746,746,746,745,745,745,745,745,745,745,745,745,746,746,746,746,746,745,746,07
,KEARNY MESA,743,743,742,742,742,743,743,743,743,743,743,743,743,743,742,742,742,743,743,743,744,744,744,744,743,744,20
19 SOLAR W/M2,EL CAJON LES,0,0,1,2,3,17,110,371,601,769,887,945,942,871,724,534,313,103,4,0,0,1,0,1,300,945,11
,KEARNY MESA,-1,0,0,-1,-1,13,139,380,598,768,882,937,928,861,736,566,354,131,6,-1,-1,-1,-1,-1,304,937,11
25 NOY,EL CAJON LES,6.13,5.17,3.96,4.72,5.20,C,C,13.32,12.33,13.57,11.86,12.51,9.32,8.26,8.17,7.32,6.21,6.92,7.14,5.84,5.05,4.14,3.57,3.34,7.45,13.57,09
26 NOY-NO,EL CAJON LES,6.13,5.18,3.98,4.52,5.08,C,C,9.46,8.98,10.24,10.11,10.34,8.08,7.26,6.79,6.09,5.48,6.19,6.75,5.66,4.73,3.88,3.48,3.29,6.44,10.34,11
27 NO Trace,EL CAJON LES,.00,.00,-.01,.19,.12,C,C,3.86,3.34,3.32,1.74,2.16,1.23,1.00,1.37,1.22,.73,.72,.39,.17,.31,.26,.09,.05,1.01,3.86,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.1,M,M,.2,M,.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.2,12
29 CO Tr PPB,EL CAJON LES,222.5,207.7,C,C,C,218.0,227.1,310.8,318.8,350.8,C,C,221.9,M,213.1,218.1,204.3,174.0,183.2,181.0,173.7,162.1,158.3,159.6,216.9,350.8,09
BCarbon ng/m3,DOWNTOWN SES,242.6,331.4,363.0,337.1,401.5,564.6,740.7,993.6,1013.0,758.8,498.1,368.9,398.9,367.7,319.9,398.2,470.8,263.1,311.2,265.9,256.8,220.0,205.2,244.8,430.7,1013.0,08
