,EL CAJON LES,128,214,194,192,228,174,193,130,341,274,243,225,211,217,217,233,217,224,192,120,114,116,86,113,0,341,08
,KEARNY MESA,145,231,164,282,245,96,226,240,222,240,247,233,233,227,226,216,237,261,266,67,356,49,50,42,0,356,20
,OTAY MESA DVN,151,159,222,261,188,205,204,236,250,248,274,249,224,234,217,220,241,259,284,6,74,101,77,108,0,284,18
,PENDLETON,297,76,73,88,269,262,M,M,17,9,237,228,176,220,212,220,248,261,272,305,2,31,31,58,0,305,19
13 SIGTHETA °,ALPINE,34,28,27,28,27,36,39,33,29,34,28,30,27,24,22,23,29,28,29,50,17,40,30,17,30,50,19
,CHULA VISTA,18,43,25,37,24,22,16,17,19,20,21,21,24,24,23,23,22,21,20,25,23,17,30,16,23,43,01
,DOWNTOWN SES,20,25,29,24,21,50,23,20,33,30,38,19,18,20,20,21,20,23,27,37,26,15,27,47,26,50,05
,EL CAJON LES,18,26,46,27,43,49,55,36,54,52,22,23,22,20,19,25,18,22,49,22,63,62,46,63,37,63,20
,KEARNY MESA,8,23,29,23,28,22,25,11,21,13,19,15,15,15,15,16,13,12,11,33,29,15,30,22,19,33,19
,OTAY MESA DVN,11,12,24,54,33,15,32,16,12,15,17,16,18,13,15,15,17,14,17,23,29,27,23,30,21,54,03
,PENDLETON,20,16,39,51,26,14,M,M,48,34,66,45,31,22,14,13,15,13,18,15,12,15,9,10,25,66,10
14 VWSP MPH,ALPINE,1.7,3.8,4.2,3.9,3.9,2.8,2.4,2.2,3.3,2.9,5.9,5.2,5.7,7.6,7.8,7.3,4.9,3.6,1.8,1.2,1.8,.4,.9,.9,.0,7.8,14
,CHULA VISTA,3.2,3.3,2.0,4.8,3.6,6.1,6.8,7.1,8.0,7.6,7.4,7.6,8.5,8.3,9.2,8.0,6.8,5.7,3.2,1.2,.8,1.7,.9,3.2,.0,9.2,14
,DOWNTOWN SES,5.5,5.2,2.9,4.1,2.9,1.2,4.2,6.4,4.9,5.7,4.3,9.1,9.2,9.3,9.2,6.1,5.6,4.8,2.4,1.0,.5,1.8,1.3,1.4,.0,9.3,13
,EL CAJON LES,2.8,3.1,2.6,3.4,.2,1.3,1.6,.9,1.3,2.3,6.0,5.9,9.5,10.1,9.0,6.1,6.8,4.9,1.2,1.6,.8,.4,.9,.5,.0,10.1,13
,KEARNY MESA,4.0,4.2,2.3,1.9,1.2,1.4,1.1,5.9,8.3,9.5,7.7,11.6,12.7,12.4,11.3,9.0,9.6,6.9,4.1,.5,1.6,2.7,2.2,3.0,.0,12.7,12
,OTAY MESA DVN,3.6,5.7,4.3,1.6,1.8,4.0,1.5,5.9,8.5,9.4,7.9,10.5,7.8,12.8,11.1,10.0,7.9,5.6,3.4,1.3,1.5,1.1,1.5,1.4,.0,12.8,13
,PENDLETON,6.2,4.3,5.1,2.1,7.1,10.3,M,M,4.9,3.7,1.0,1.8,4.5,4.2,8.3,6.0,5.3,4.9,2.8,3.4,4.8,2.6,4.6,5.4,.0,10.3,05
15 SWSP MPH,ALPINE,2.8,4.9,5.0,4.5,5.0,3.5,3.1,3.1,4.5,3.8,6.6,6.0,6.6,8.3,8.4,7.9,5.9,4.0,2.1,1.6,1.9,.7,1.0,1.0,4.3,8.4,14
,CHULA VISTA,3.4,5.6,2.3,5.4,4.6,6.6,7.1,7.4,8.4,8.1,8.0,8.4,9.3,9.0,10.0,8.7,7.3,6.1,3.5,2.1,.9,1.8,1.1,3.3,5.8,10.0,14
,DOWNTOWN SES,5.8,5.8,3.2,4.8,3.7,2.2,4.5,6.8,6.0,6.5,4.9,9.7,9.7,9.9,9.8,6.6,6.0,5.5,2.6,1.4,.9,1.8,1.5,1.6,5.1,9.9,13
,EL CAJON LES,3.1,4.6,3.1,3.9,2.3,2.9,3.0,2.3,2.8,3.3,7.2,6.9,10.1,10.7,9.6,6.8,7.3,5.2,2.0,1.8,1.2,.8,1.6,1.4,4.3,10.7,13
,KEARNY MESA,4.3,5.4,2.9,5.1,2.5,1.6,2.3,6.1,8.8,9.8,8.3,12.0,13.2,12.9,12.1,9.5,9.8,7.3,4.3,1.7,1.8,2.7,2.8,3.0,6.3,13.2,12
,OTAY MESA DVN,3.7,5.8,5.8,3.2,2.1,4.3,1.7,6.2,8.9,9.8,8.4,11.0,8.3,13.1,11.8,10.4,8.4,6.0,3.6,2.4,1.7,1.3,1.7,1.6,5.9,13.1,13
,PENDLETON,6.8,4.6,5.8,2.4,8.8,10.6,M,M,7.1,4.1,2.1,2.2,5.0,5.1,8.5,6.2,5.5,5.0,3.0,4.0,4.9,2.8,4.7,5.6,5.2,10.6,05
16 AMBTEMP °F,ALPINE,41.8,41.6,40.3,40.9,40.4,40.7,40.6,41.5,41.8,43.5,45.1,45.7,46.7,48.7,48.9,47.4,45.7,44.9,44.7,44.7,44.0,44.3,44.5,43.4,43.8,48.9,14
,CARMEL MT RCH,47.1,45.1,44.7,45.1,45.7,45.8,47.4,49.0,49.6,51.2,52.2,55.5,57.0,57.1,55.4,55.9,55.7,53.4,51.5,50.2,49.5,48.2,47.2,46.5,50.3,57.1,13
,CHULA VISTA,50.7,50.5,49.0,50.0,51.1,52.0,53.0,54.6,57.1,57.3,56.7,57.7,59.9,60.7,60.2,58.8,57.6,56.7,55.3,54.6,53.2,52.3,51.9,51.3,54.7,60.7,13
,DOWNTOWN SES,53.3,51.3,51.4,50.6,50.3,49.9,52.4,54.6,54.4,55.1,55.0,57.5,58.1,57.4,57.8,54.9,55.9,55.4,54.0,54.2,53.0,52.9,51.8,50.4,53.8,58.1,12
,EL CAJON LES,46.9,48.3,47.1,47.1,47.2,46.8,46.8,49.3,48.5,52.1,52.1,53.7,56.2,58.0,57.0,55.3,53.7,53.6,52.0,51.4,49.9,49.7,49.7,48.2,50.9,58.0,13
,KEARNY MESA,47.4,48.6,48.2,47.8,47.7,47.4,49.0,52.3,50.9,53.1,55.0,56.8,57.0,57.8,55.9,55.8,56.2,54.6,53.0,51.3,50.7,49.3,48.0,47.4,51.7,57.8,13
,OTAY MESA DVN,49.3,49.1,46.9,47.2,47.9,48.4,49.2,51.6,52.4,52.5,52.9,49.9,53.5,55.0,54.6,55.4,53.5,53.1,51.3,50.5,50.1,49.7,49.7,49.3,51.0,55.4,15
,PENDLETON,49.5,48.1,47.7,47.9,51.2,52.9,M,M,52.8,51.9,55.1,56.4,57.5,58.0,56.0,57.5,58.0,56.8,54.7,53.7,51.7,51.4,48.4,47.9,53.0,58.0,13
17 RELHUM %,ALPINE,97,95,96,97,98,97,96,95,91,93,89,89,84,79,76,84,93,93,95,95,96,95,94,94,92,98,04
,EL CAJON LES,100,94,96,95,97,96,95,91,88,81,81,78,66,58,62,72,79,77,88,91,93,94,93,96,86,100,00
,KEARNY MESA,97,91,93,96,93,96,93,79,78,77,74,67,67,65,72,78,72,78,83,87,89,93,95,96,84,97,00
18 PRES mmHg,EL CAJON LES,748,747,747,747,747,747,748,748,749,749,749,749,749,749,749,749,749,749,750,750,751,752,752,752,749,752,21
,KEARNY MESA,749,748,748,748,748,749,749,749,750,750,750,750,750,750,750,750,750,750,751,751,752,753,753,753,750,753,21
19 SOLAR W/M2,EL CAJON LES,-3,-3,-4,-3,-4,-1,33,173,123,478,326,464,631,725,330,215,177,36,-4,-5,-6,-3,-5,-6,153,725,13
,KEARNY MESA,1,1,1,1,1,5,79,261,229,438,740,622,570,614,307,414,257,54,3,1,1,1,1,1,192,740,10
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,3,10,9,31,24,32,40,43,22,14,10,3,0,0,0,0,0,0,10,43,13
25 NOY,EL CAJON LES,5.73,2.93,1.87,1.55,4.03,C,C,6.16,5.78,4.97,3.85,2.57,1.85,1.97,2.42,3.07,2.86,2.64,4.36,6.23,7.68,8.91,5.60,6.62,4.25,8.91,21
26 NOY-NO,EL CAJON LES,5.44,2.64,1.62,1.26,3.58,C,C,4.77,4.77,3.50,2.94,1.83,1.22,1.30,1.68,2.22,2.06,2.15,3.98,5.86,7.01,8.49,5.13,6.22,3.62,8.49,21
27 NO Trace,EL CAJON LES,.29,.28,.25,.28,.44,C,C,1.39,1.01,1.46,.90,.73,.63,.67,.73,.84,.79,.49,.38,.36,.66,.42,.46,.40,.63,1.46,09
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,236.0,176.3,C,C,C,193.7,216.5,245.9,224.9,215.0,190.7,176.8,172.2,168.6,187.9,199.8,179.6,191.8,208.5,362.3,327.8,359.8,273.9,325.4,230.1,362.3,19
BCarbon ug/m3,10TH AVE MARINE TERM,.02,.03,.03,.03,.09,.05,.14,.11,.11,.17,.09,.19,.09,.07,.07,.06,.13,.05,.17,.13,.27,.35,.62,1.24,.18,1.24,23
,BOSTON AVE,.07,.08,.05,.03,.38,.27,.16,.28,.19,.26,.34,.28,.25,.23,.17,.19,.20,.18,.31,.43,.69,1.14,1.14,1.23,.36,1.23,23
,CHICANO PARK,.20,.17,.45,.40,.23,.35,.44,.35,.22,.25,.25,.16,.17,.19,.15,.27,.15,.18,.24,.26,.75,.76,.95,.97,.35,.97,23
,DOWNTOWN SES,.09,.11,.06,.07,.09,.15,.13,.10,.17,.11,.13,.06,.06,.09,.08,.11,.09,.08,.08,.30,.73,.41,.55,.94,.20,.94,23
,OCEANVIEW BLVD,.05,.07,.08,.06,.25,.25,.31,.23,.17,.20,.79,.11,.10,.13,.12,.16,.13,.11,.11,.19,.50,.86,.94,.88,.28,.94,22
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,12.1,10.3,5.9,4.8,4.9,6.8,7.2,7.5,8.0,9.0,9.7,9.3,10.1,11.0,12.8,11.7,9.9,8.0,9.0,10.2,10.9,9.3,9.2,9.1,9.0,12.8,14
,DOWNTOWN SES,15.9,14.7,13.7,12.7,15.2,13.5,15.5,17.3,13.3,14.2,16.0,14.4,16.0,16.7,17.2,11.3,12.4,13.0,11.8,13.9,17.1,15.9,17.0,23.8,15.1,23.8,23
,EL CAJON LES,12.8,13.0,9.0,9.1,9.1,9.1,9.7,10.7,9.5,10.3,10.9,12.2,12.7,13.5,13.9,13.6,10.7,11.9,11.0,17.8,17.7,14.4,13.5,11.8,11.9,17.8,19
,OTAY MESA DVN,24.5,24.6,14.6,11.5,13.4,16.6,17.7,17.0,15.5,14.8,13.7,11.5,12.6,18.9,15.4,16.0,15.3,14.3,12.7,10.9,10.5,11.4,15.5,21.0,15.4,24.6,01
,PENDLETON,19.5,10.9,9.1,9.5,14.3,18.9,11.1,9.4,9.3,6.3,10.2,14.1,14.5,17.1,12.6,11.6,13.2,13.2,13.7,17.9,12.1,9.1,9.6,9.9,12.3,19.5,00
RAINFALL,EL CAJON LES,.05,.08,.00,.02,.04,.04,.18,.01,.16,.00,.02,.03,.00,.00,.01,.00,.01,.00,.00,.00,.00,.00,.00,.00,.02,.18,06
