Current Date:,7/18/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,7.8,8.8,6.4,8.5,9.5,10.5,12.4,11.9,11.2,9.8,13.7,12.5,16.2,13.5,9.8,13.0,8.7,13.2,10.6,6.7,11.0,10.3,8.8,9.4,10.5,16.2,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,7.6,7.6,6.5,8.1,8.6,8.3,12.9,12.1,11.2,14.8,10.7,18.8,13.6,9.7,8.9,7.8,7.4,5.9,9.0,7.1,7.1,9.8,9.0,6.7,9.5,18.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,4.7,4.3,3.6,5.0,4.1,4.3,3.3,3.9,7.7,15.9,18.8,14.5,9.1,4.7,6.4,4.1,1.3,4.2,9.2,8.9,9.2,7.2,9.2,6.4,7.0,18.8,10
,PENDLETON,4.5,4.5,6.3,3.6,3.5,2.8,1.4,4.3,2.6,.0,2.0,3.9,3.1,2.5,1.9,5.2,4.8,4.0,6.7,6.0,4.7,3.0,5.2,4.0,3.7,6.7,18
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,229,105,165,129,272,346,246,284,289,285,287,283,294,270,252,249,261,308,309,313,277,99,254,218,251,346,05
,CHULA VISTA,251,251,263,259,248,230,210,225,257,264,267,269,271,264,258,259,256,248,250,248,204,209,233,224,247,271,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,142,167,163,149,146,115,110,317,217,275,273,250,251,256,262,221,221,219,209,213,214,212,172,185,207,317,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,285,257,281,291,295,278,286,281,327,302,283,292,291,282,280,246,237,264,260,221,195,144,133,249,261,327,08
,OTAY MESA DVN,342,311,335,269,0,348,326,311,324,302,293,298,290,294,279,289,292,285,283,294,270,327,339,294,291,348,05
,PENDLETON,113,130,62,19,342,248,249,255,252,251,263,269,270,265,250,236,224,226,218,182,166,177,164,100,205,342,04
13 SIGTHETA °,ALPINE,48,54,59,44,49,34,25,32,32,42,33,30,29,30,31,30,29,21,26,25,56,31,74,47,38,74,22
,CHULA VISTA,22,16,21,21,18,21,27,25,19,27,23,23,22,20,20,21,23,21,21,22,24,22,25,23,22,27,06
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,13,12,38,18,30,28,30,46,67,59,47,41,24,23,20,25,20,21,20,21,21,26,28,20,29,67,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,39,44,15,15,14,13,22,35,66,39,31,19,17,17,21,24,19,17,18,19,17,19,24,19,24,66,08
,OTAY MESA DVN,33,49,43,36,38,24,18,26,26,21,18,16,14,15,18,14,15,15,13,14,21,24,11,19,23,49,01
,PENDLETON,45,23,25,29,22,15,16,13,13,13,12,12,12,11,12,15,17,16,22,23,21,20,38,26,20,45,00
14 VWSP MPH,ALPINE,.3,.1,.1,.3,.1,.6,1.5,2.0,2.9,2.9,3.8,4.6,5.6,5.2,6.3,5.1,3.3,4.1,3.1,2.1,.1,.3,.8,.4,2.3,6.3,14
,CHULA VISTA,1.9,2.7,2.3,2.7,2.9,2.3,1.8,2.3,3.7,4.6,5.8,6.7,7.5,8.5,7.0,6.0,4.9,4.8,3.7,2.5,2.6,1.9,1.6,2.1,3.9,8.5,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.3,2.3,1.1,1.5,1.2,1.4,1.6,.9,1.0,1.5,2.6,4.2,7.1,7.5,8.3,6.8,5.8,5.6,4.8,3.7,3.2,2.1,1.8,2.6,3.4,8.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.4,1.3,2.7,2.4,3.8,4.2,3.3,2.4,1.3,3.6,7.4,9.4,9.8,10.5,8.7,7.1,6.0,7.0,5.3,4.1,4.5,3.6,3.0,1.9,4.8,10.5,13
,OTAY MESA DVN,1.7,.8,1.6,.5,1.6,1.8,2.7,3.1,4.8,6.6,7.1,7.7,10.3,10.0,8.6,8.8,6.6,6.6,5.8,4.1,2.2,2.6,2.9,2.2,4.6,10.3,12
,PENDLETON,.7,1.8,1.5,2.5,1.9,4.3,4.3,4.3,4.5,4.9,5.4,5.7,6.4,7.2,8.1,7.5,6.2,5.4,3.6,2.6,3.6,2.4,.6,.4,4.0,8.1,14
15 SWSP MPH,ALPINE,.5,.5,.6,.4,.7,.8,1.7,2.4,3.4,3.4,4.4,5.2,6.2,5.9,7.3,5.8,3.8,4.4,3.3,2.3,.7,2.1,1.3,1.0,2.8,7.3,14
,CHULA VISTA,2.1,2.9,2.5,2.9,3.0,2.5,2.1,2.7,4.0,5.1,6.3,7.2,8.0,8.9,7.5,6.4,5.3,5.1,3.9,2.6,2.8,2.1,1.7,2.4,4.2,8.9,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.5,2.4,1.4,1.6,1.4,1.6,1.8,1.8,2.2,2.8,3.8,4.9,7.8,8.1,8.8,7.7,6.4,6.1,5.2,3.9,3.4,2.3,2.2,2.8,3.9,8.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.7,1.5,2.8,2.5,3.9,4.3,3.6,3.0,2.5,5.0,8.3,10.1,10.2,11.0,9.2,7.8,6.5,7.5,5.8,4.3,4.9,3.8,3.1,2.8,5.3,11.0,13
,OTAY MESA DVN,2.1,1.4,1.8,.7,1.7,2.2,2.9,3.4,5.3,7.1,7.5,8.0,10.6,10.4,9.3,9.2,6.8,6.9,6.0,4.3,2.4,2.9,3.0,2.6,4.9,10.6,12
,PENDLETON,1.2,2.0,1.7,2.6,3.0,4.4,4.4,4.4,4.7,5.1,5.5,5.8,6.6,7.3,8.3,7.8,6.5,5.6,3.8,2.9,3.8,2.5,.6,.4,4.2,8.3,14
16 AMBTEMP °F,ALPINE,63.8,64.1,64.8,64.3,63.7,62.8,64.7,69.5,74.5,80.6,84.0,87.1,90.1,89.9,89.3,83.0,78.6,74.9,71.2,67.7,66.6,67.6,66.1,65.7,73.1,90.1,12
,CARMEL MT RCH,68.1,68.0,67.9,68.1,68.4,68.4,69.2,70.2,72.6,76.2,79.2,80.8,81.5,80.1,79.0,77.6,77.1,74.4,71.6,69.6,68.4,67.6,67.1,66.6,72.4,81.5,12
,CHULA VISTA,68.6,68.5,68.4,68.5,68.3,68.6,69.1,70.0,70.5,72.5,74.2,75.3,75.9,75.4,73.5,71.2,69.8,68.4,67.8,67.4,67.2,66.9,66.5,66.3,70.0,75.9,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,68.1,67.8,67.7,67.3,67.2,68.2,69.2,71.0,74.0,77.7,82.2,85.7,85.9,85.1,82.6,81.1,77.6,74.1,70.9,69.1,68.4,68.0,68.0,67.6,73.5,85.9,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,69.6,69.4,69.5,69.5,69.5,69.5,70.0,70.6,73.2,77.0,79.3,78.9,78.8,77.3,74.7,75.6,74.3,73.0,70.4,69.4,69.2,68.9,68.5,67.9,72.3,79.3,10
,OTAY MESA DVN,65.8,65.6,65.5,65.2,65.5,66.1,67.1,69.0,72.2,74.9,76.3,78.1,78.1,77.5,77.7,72.9,70.4,68.8,67.0,66.0,65.2,65.7,65.5,64.6,69.6,78.1,11
,PENDLETON,70.6,70.8,70.7,70.5,70.4,70.0,69.9,69.8,70.0,70.6,70.8,71.7,72.5,72.5,72.9,71.6,70.8,69.9,69.6,69.5,69.7,69.7,69.7,69.9,70.6,72.9,14
17 RELHUM %,ALPINE,92,91,88,89,91,94,91,78,65,52,46,41,37,40,42,52,60,67,74,82,85,81,84,85,71,94,05
,EL CAJON LES,83,84,84,85,86,85,82,77,71,63,54,50,52,53,57,59,64,70,76,80,81,82,82,83,73,86,04
,KEARNY MESA,82,83,83,83,84,84,83,81,76,69,65,66,66,69,73,70,72,73,79,81,82,82,83,85,77,85,23
18 PRES mmHg,KEARNY MESA,747,747,747,747,747,748,748,748,748,748,748,747,747,747,747,747,747,747,747,748,748,748,748,748,747,748,05
19 SOLAR W/M2,KEARNY MESA,-3,-3,-3,-2,-2,17,68,149,504,839,950,982,1007,962,734,713,489,225,63,-2,-3,-3,-3,-3,320,1007,12
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.1,09
29 CO Tr PPB,EL CAJON LES,130.1,132.7,C,C,C,166.5,187.1,217.9,231.0,263.5,259.1,269.3,246.8,216.4,201.9,185.9,190.5,190.1,171.6,166.0,171.5,158.1,160.4,154.5,193.8,269.3,11
