,PENDLETON,1.7,1.4,C,C,4.7,7.7,6.3,11.3,7.0,3.4,2.7,2.0,2.7,7.7,5.4,2.1,1.1,1.4,1.4,1.8,1.6,1.1,1.1,4.5,3.6,11.3,07
,SAN YSIDRO,5.0,4.8,C,C,8.9,11.8,6.8,8.8,5.3,5.5,6.8,5.5,4.5,4.4,4.6,5.7,6.7,11.9,15.2,12.5,11.8,11.4,10.8,7.1,7.9,15.2,18
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.3,.4,.3,.3,.3,.2,.2,.5,.5,.5,.5,.4,.4,.4,.5,.5,.5,.4,.4,.3,.4,.5,11
,SAN YSIDRO,.3,.3,C,C,.3,.4,.3,.4,.2,.2,.2,.2,.2,.3,.2,.3,.3,.4,.4,.4,.4,.4,.4,.3,.3,.4,05
07 H2S PPB,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
10 INTMP °C,ALPINE,24,24,24,24,24,24,24,23,23,24,24,24,25,25,25,25,25,25,24,25,25,24,24,24,24,25,12
,CARMEL MT RCH,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,25,00
,CHULA VISTA,24,24,24,25,24,24,24,24,24,24,24,24,25,27,27,26,26,26,26,25,25,25,25,24,25,27,13
,DOWNTOWN SES,26,26,26,26,26,26,26,P,,,P,26,24,25,25,25,25,25,25,25,24,26,26,26,25,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,26,26,25,25,26,26,25,26,26,26,25,26,25,25,25,26,25,26,25,26,25,26,26,26,26,26,00
,OTAY MESA DVN,24,23,23,23,23,24,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,24,00
,PENDLETON,25,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,SAN YSIDRO,22,23,23,23,23,22,23,22,22,22,23,23,23,23,24,24,25,24,24,24,23,23,23,22,23,25,16
11 PM2.5 µg/M3,ALPINE,7.6,9.3,11.8,11.0,10.6,9.4,11.9,13.4,11.8,11.2,10.6,15.2,16.2,12.2,9.0,6.8,5.6,5.2,5.3,5.3,6.2,6.8,7.0,6.3,9.4,16.2,12
,CARMEL MT RCH,9.8,10.5,10.3,11.7,12.5,12.1,11.5,11.1,10.5,8.0,6.8,6.9,7.3,6.2,4.6,4.1,3.9,4.2,4.2,4.4,4.6,4.9,5.2,5.1,7.5,12.5,04
,CHULA VISTA,10.8,9.5,13.5,19.7,11.8,15.6,8.9,7.9,5.6,4.6,5.1,M,3.9,3.9,4.4,4.4,4.6,5.1,5.5,5.0,4.8,5.1,5.4,5.0,7.3,19.7,03
,DOWNTOWN SES,10.1,10.8,8.3,8.4,14.8,6.9,5.7,P,,,P,4.2,3.9,4.0,4.2,4.1,4.2,4.8,5.5,5.6,5.4,5.8,5.6,5.4,6.3,14.8,04
,EL CAJON LES,12.6,12.9,13.8,14.2,13.1,12.6,11.0,11.0,11.9,15.7,15.1,9.5,7.9,6.9,6.3,5.1,4.5,4.5,4.6,5.2,5.0,5.0,5.2,5.2,9.1,15.7,09
,KEARNY MESA,10.1,10.4,10.4,9.7,9.3,8.3,9.2,8.4,8.6,9.4,9.9,6.3,4.6,4.1,4.2,3.9,3.9,4.3,4.8,4.9,5.0,6.0,5.7,5.4,6.9,10.4,01
,OTAY MESA DVN,17.9,17.6,21.3,35.3,34.3,28.2,27.4,25.0,23.1,18.9,29.1,32.8,23.2,12.1,4.9,4.7,4.6,5.1,5.4,6.1,6.5,6.9,6.4,7.3,16.8,35.3,03
,PENDLETON,7.5,6.9,7.0,8.0,9.3,10.1,10.2,10.1,7.6,5.1,4.9,3.8,3.6,4.1,4.3,4.7,5.0,5.1,5.3,5.3,5.5,5.2,5.6,5.7,6.2,10.2,06
,SAN YSIDRO,12.3,16.8,22.9,20.7,24.3,14.5,8.1,6.5,5.4,5.1,6.0,5.7,4.6,4.2,4.7,4.6,4.6,5.4,6.3,6.9,6.8,6.1,6.1,5.9,8.9,24.3,04
12 VWDR °,ALPINE,294,218,147,147,122,125,118,133,251,254,256,264,265,286,296,265,262,264,261,286,250,277,266,251,0,296,14
,CHULA VISTA,299,234,217,193,112,141,197,152,259,247,241,269,251,260,255,247,252,249,253,278,281,271,283,270,0,299,00
,DOWNTOWN SES,218,212,142,121,110,199,151,P,,,P,216,199,197,223,244,248,244,266,283,306,302,285,268,0,306,20
,EL CAJON LES,285,225,205,206,215,134,103,90,86,100,172,204,221,233,259,242,244,237,272,301,337,334,313,237,0,337,20
,KEARNY MESA,53,22,171,188,101,121,107,113,104,130,159,228,258,275,285,279,291,269,287,297,290,286,276,268,0,297,19
,OTAY MESA DVN,12,307,267,258,273,353,53,77,8,255,151,187,259,253,271,269,255,252,295,337,352,18,322,265,0,353,05
,PENDLETON,170,181,206,194,109,114,148,141,159,190,202,204,221,248,259,266,256,257,289,277,282,284,283,317,0,317,23
13 SIGTHETA °,ALPINE,50,49,26,16,18,22,21,18,50,37,57,42,46,32,38,28,30,27,24,30,29,26,26,24,32,57,10
,CHULA VISTA,41,20,29,29,32,27,28,17,19,30,47,25,31,23,22,19,22,18,16,20,18,19,16,19,24,47,10
,DOWNTOWN SES,22,33,29,19,35,36,21,P,,,P,29,25,18,23,25,24,24,21,23,29,28,26,18,25,36,05
,EL CAJON LES,22,42,26,20,23,27,11,13,17,35,46,47,37,36,38,26,21,22,19,26,15,22,22,33,27,47,11
,KEARNY MESA,16,36,35,26,15,16,12,13,12,25,28,21,29,20,11,10,10,13,7,10,18,19,49,12,19,49,22
,OTAY MESA DVN,17,28,14,21,11,14,12,39,53,35,30,45,35,27,14,12,10,10,14,15,20,18,29,11,22,53,08
,PENDLETON,16,18,18,15,11,14,19,12,17,13,13,16,15,9,13,16,10,11,18,18,20,18,17,11,15,20,20
14 VWSP MPH,ALPINE,3.3,3.4,5.0,5.7,5.0,5.2,4.7,5.1,2.7,4.3,3.6,5.2,5.3,5.8,5.6,8.0,7.5,6.0,5.3,5.3,4.5,4.0,4.0,4.2,.0,8.0,15
,CHULA VISTA,.8,2.7,2.5,1.6,1.4,1.3,1.0,1.5,2.9,2.2,2.2,4.6,3.9,6.0,6.3,6.5,5.5,3.5,2.4,3.9,2.8,2.1,2.6,2.8,.0,6.5,15
,DOWNTOWN SES,3.6,2.7,2.1,2.9,2.3,3.2,1.8,P,,,P,4.1,5.6,7.2,6.5,6.0,4.8,3.9,4.1,3.9,2.8,2.8,3.1,5.0,.0,7.2,13
,EL CAJON LES,1.1,1.6,2.1,2.0,1.7,1.4,3.0,2.7,2.6,1.8,1.6,2.3,4.2,4.2,4.4,5.6,5.2,4.1,3.4,3.1,3.1,1.9,1.0,.8,.0,5.6,15
,KEARNY MESA,2.7,1.1,.7,3.0,2.7,3.0,3.3,3.4,3.9,3.3,3.8,4.6,3.4,6.3,8.1,9.3,7.1,5.2,4.9,3.2,1.9,2.1,1.2,2.5,.0,9.3,15
,OTAY MESA DVN,2.9,2.1,3.2,2.2,4.0,1.8,2.2,1.2,.7,2.0,2.6,2.2,3.9,6.2,8.4,8.4,7.7,3.6,3.3,3.1,1.6,1.6,.8,2.9,.0,8.4,14
,PENDLETON,3.7,3.3,3.6,2.4,3.1,2.9,3.7,4.0,3.1,6.2,6.9,6.5,6.5,7.8,6.3,4.6,7.0,5.4,2.8,2.3,2.1,2.6,2.6,5.4,.0,7.8,13
15 SWSP MPH,ALPINE,5.2,5.6,5.6,6.0,5.3,5.5,5.0,5.5,4.9,5.6,5.8,6.8,6.9,7.0,7.2,9.1,8.5,6.8,6.0,6.2,5.1,4.4,4.5,4.6,6.0,9.1,15
,CHULA VISTA,1.6,2.9,2.8,1.9,1.7,1.5,1.3,1.7,3.1,2.6,3.1,5.0,4.7,6.5,6.7,6.8,5.8,3.7,2.6,4.1,3.0,2.2,2.8,3.0,3.4,6.8,15
,DOWNTOWN SES,3.8,3.3,2.5,3.1,2.6,3.5,2.8,P,,,P,4.7,6.2,7.7,7.0,6.6,5.2,4.3,4.5,4.1,3.2,3.2,3.4,5.2,4.3,7.7,13
,EL CAJON LES,1.7,2.1,2.4,2.2,1.8,2.0,3.0,2.8,2.7,2.0,2.2,3.1,5.0,5.3,5.1,6.3,5.6,4.5,3.6,3.9,3.2,2.0,1.3,1.0,3.1,6.3,15
,KEARNY MESA,2.9,1.7,2.5,3.4,3.1,3.2,3.6,3.6,4.1,3.8,4.4,5.1,4.1,6.7,8.2,9.5,7.3,5.4,5.1,3.2,2.0,2.2,1.6,2.6,4.1,9.5,15
,OTAY MESA DVN,3.1,3.1,3.3,3.0,4.1,2.3,2.4,1.4,1.2,2.3,3.1,2.8,4.7,6.9,8.7,8.7,7.9,3.7,3.5,3.2,1.7,1.8,1.5,2.9,3.6,8.7,14
,PENDLETON,3.9,3.5,4.1,3.5,3.2,3.1,4.0,4.1,3.4,6.4,7.2,6.7,6.8,7.9,6.4,4.8,7.1,5.5,3.0,2.4,2.2,2.9,2.8,5.5,4.6,7.9,13
16 AMBTEMP °F,ALPINE,48.7,48.9,48.5,47.5,47.1,46.4,48.0,49.5,50.6,51.9,53.8,55.0,56.3,57.5,57.8,58.8,57.2,53.7,51.9,51.3,50.4,50.2,49.9,49.8,51.7,58.8,15
,CARMEL MT RCH,55.1,54.9,54.5,54.8,55.2,55.6,55.5,55.6,56.4,58.4,60.5,61.9,61.2,63.9,64.2,61.7,61.2,58.7,57.3,57.0,56.8,56.6,56.4,56.3,57.9,64.2,14
,CHULA VISTA,59.3,59.3,58.8,58.7,58.8,58.9,58.9,59.2,59.0,59.9,62.1,62.8,63.9,65.1,65.2,64.4,63.1,61.2,59.9,60.1,59.9,59.5,59.3,59.3,60.7,65.2,14
,DOWNTOWN SES,58.7,58.4,58.4,58.5,58.6,58.9,59.0,P,,,P,63.5,65.1,64.9,65.0,63.8,62.2,60.8,60.3,60.1,60.1,59.6,59.4,59.2,60.7,65.1,12
,EL CAJON LES,58.0,57.7,57.1,57.0,57.1,56.7,56.3,56.6,57.6,59.2,61.7,63.4,65.3,67.3,65.9,65.3,63.9,61.0,59.5,59.0,58.5,58.4,58.2,57.9,59.9,67.3,13
,KEARNY MESA,57.3,57.3,57.5,57.5,57.5,57.8,57.9,58.3,58.7,59.1,60.5,60.6,61.8,63.2,62.2,61.2,60.6,59.3,57.0,57.4,57.9,58.0,57.6,57.7,58.9,63.2,13
,OTAY MESA DVN,55.6,56.0,55.8,55.9,55.5,55.7,55.8,56.2,57.0,57.5,58.6,60.7,61.7,63.2,62.2,60.7,60.0,58.3,56.7,56.2,56.2,55.7,55.7,55.5,57.6,63.2,13
,PENDLETON,59.4,59.1,59.1,59.3,58.9,58.9,59.1,59.0,59.5,60.4,61.4,62.4,63.0,62.8,62.8,62.3,61.7,60.7,60.2,60.0,60.0,59.9,59.9,59.5,60.4,63.0,12
,SAN YSIDRO,59.4,59.1,58.9,59.0,59.1,59.3,59.3,59.4,59.7,60.7,61.5,61.9,63.6,64.3,64.6,63.1,62.4,61.2,59.6,59.2,59.4,58.8,58.5,58.6,60.4,64.6,14
17 RELHUM %,ALPINE,100,100,99,99,99,100,97,91,87,83,75,70,66,64,65,64,67,77,82,85,89,91,93,92,85,100,00
,EL CAJON LES,86,86,86,85,85,85,83,80,77,74,66,62,60,54,53,55,58,64,69,75,77,78,79,81,73,86,00
,KEARNY MESA,89,90,89,86,85,84,83,80,80,78,76,75,67,61,65,68,69,74,82,84,85,85,86,86,79,90,01
18 PRES mmHg,EL CAJON LES,752,752,752,752,752,753,753,753,754,754,754,754,753,753,753,752,752,752,753,753,753,753,753,753,753,754,08
,KEARNY MESA,752,752,752,752,753,753,754,754,754,755,755,755,754,754,754,753,753,753,753,754,754,754,754,754,754,755,09
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,0,5,37,99,196,344,409,823,759,313,318,194,32,-1,0,-1,0,0,0,147,823,12
,KEARNY MESA,1,1,1,1,1,1,4,31,81,119,241,232,296,331,216,150,138,39,0,1,1,1,1,1,79,331,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,3,7,13,22,27,43,40,20,17,8,2,0,0,0,0,0,0,8,43,12
25 NOY,EL CAJON LES,4.93,4.90,5.21,5.48,4.81,C,C,6.36,6.39,6.03,5.86,4.69,5.26,4.61,5.91,5.81,5.46,5.99,6.18,5.81,5.91,4.99,4.61,3.82,5.41,6.39,08
26 NOY-NO,EL CAJON LES,4.91,4.85,5.20,5.34,4.81,C,C,6.08,6.01,5.67,5.45,4.16,4.28,3.79,4.86,4.84,4.81,5.44,5.64,5.62,5.69,4.90,4.54,3.80,5.03,6.08,07
27 NO Trace,EL CAJON LES,.01,.04,.00,.14,.00,C,C,.27,.37,.36,.41,.53,.97,.82,1.04,.97,.64,.54,.53,.18,.21,.09,.07,.02,.37,1.04,14
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,.1,.0,.1,22
29 CO Tr PPB,EL CAJON LES,226.7,224.0,C,C,C,220.0,223.9,234.7,236.7,229.7,237.9,228.5,200.7,187.5,203.6,200.1,201.9,214.8,228.2,219.1,202.2,192.7,187.8,183.5,213.5,237.9,10
BCarbon ug/m3,10TH AVE MARINE TERM,.24,.21,.24,.25,.19,.13,.09,<,.24,.17,.23,<,<,.16,<,.19,.26,<,.28,.14,.13,.29,.08,.06,.19,.29,21
,BOSTON AVE,.33,.29,.18,.30,.32,.18,.26,.26,.28,.26,.20,.16,.21,.22,.24,.31,.27,.30,.41,.28,.18,.23,.25,.23,.26,.41,18
,CHICANO PARK,.42,.27,.18,.23,.27,.20,.23,<,.29,<,.16,.22,<,.24,.29,.25,.31,<,.28,.21,.22,.27,.18,.17,.24,.42,00
,DOWNTOWN SES,.25,<,<,.16,.37,<,.16,.19,.13,<,.13,.09,.09,.14,.14,.28,.30,.19,.26,<,<,.19,.13,.10,.18,.37,04
,OCEANVIEW BLVD,.25,<,.17,.23,<,.22,.28,.31,<,.23,.24,<,.16,.20,.22,<,.22,.28,.31,.18,.67,.34,.18,<,.26,.67,20
,SAN YSIDRO,<,.61,.87,.68,.70,.59,.26,<,.13,<,.29,.21,<,.15,.14,.14,.17,.21,.32,.46,<,<,.48,.17,.37,.87,02
PM10 STD,ALPINE,10.7,13.9,17.2,18.9,18.2,16.3,21.0,24.1,22.0,22.6,17.8,26.8,29.7,22.6,18.6,15.2,15.4,12.2,12.7,11.4,13.4,14.3,14.1,12.5,17.5,29.7,12
,CARMEL MT RCH,16.2,16.6,15.6,17.7,19.6,20.2,18.7,18.0,18.9,16.0,13.8,16.9,19.6,15.9,17.8,14.2,10.8,13.1,10.5,11.4,11.1,10.5,11.2,12.0,15.2,20.2,05
,CHULA VISTA,20.1,19.5,24.0,30.9,20.4,26.7,18.2,17.2,14.0,11.3,12.2,M,10.3,10.1,11.4,10.7,13.2,14.1,15.2,14.3,11.4,13.6,14.1,14.1,15.9,30.9,03
,DOWNTOWN SES,18.5,19.0,16.2,16.6,26.0,14.0,13.0,P,,,P,11.0,10.6,11.2,12.3,10.7,12.9,11.7,14.2,13.9,14.2,14.7,14.8,13.6,14.4,26.0,04
,EL CAJON LES,20.5,20.0,21.8,22.1,21.6,21.7,19.4,20.3,25.4,29.6,29.8,21.1,19.5,23.7,28.4,16.3,13.9,11.8,13.5,12.4,12.5,12.2,12.3,12.6,19.2,29.8,10
,KEARNY MESA,17.8,17.2,18.3,15.9,15.7,15.4,18.0,16.0,16.8,19.1,21.6,16.4,10.8,10.7,14.4,11.4,10.7,11.3,13.1,13.1,11.8,13.5,12.4,13.7,14.7,21.6,10
,OTAY MESA DVN,43.3,31.7,36.6,60.4,58.1,57.8,66.4,74.0,56.7,37.1,91.8,99.1,65.0,34.3,14.5,14.9,15.0,21.0,17.5,16.8,22.6,29.4,30.0,28.1,42.5,99.1,11
,PENDLETON,19.9,15.4,16.2,18.4,17.0,17.7,24.3,23.0,22.1,13.9,13.7,8.8,8.6,9.8,10.7,13.2,15.6,14.4,17.6,16.4,18.8,16.4,18.6,19.3,16.2,24.3,06
,SAN YSIDRO,22.5,30.8,38.8,33.8,38.3,27.7,19.7,19.8,15.8,15.5,21.1,18.1,13.3,13.0,15.8,14.1,14.5,18.8,21.2,25.0,21.3,19.7,18.7,21.2,21.6,38.8,02
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
