13 SIGTHETA °,ALPINE,17,58,34,48,21,12,19,28,26,27,29,26,29,32,30,30,25,31,21,46,41,60,63,44,33,63,22
,CHULA VISTA,21,38,26,32,52,39,51,44,29,27,21,22,21,21,24,21,19,21,16,21,18,17,19,24,27,52,04
,DOWNTOWN SES,19,21,20,19,17,21,40,36,26,20,19,23,24,21,22,19,23,21,25,20,20,24,30,24,23,40,06
,EL CAJON LES,27,38,28,35,26,29,47,59,56,54,32,28,25,21,28,23,17,13,13,13,15,23,14,12,28,59,07
,KEARNY MESA,9,7,7,17,12,20,40,48,39,36,22,19,19,22,21,15,13,13,9,7,7,6,6,6,18,48,07
,OTAY MESA DVN,26,17,50,24,36,27,24,40,27,18,18,14,12,15,14,14,15,12,13,15,12,13,12,12,20,50,02
,PENDLETON,34,22,12,15,62,15,24,10,15,13,13,12,11,12,10,9,11,15,13,9,15,14,9,7,16,62,04
14 VWSP MPH,ALPINE,2.0,.9,1.0,.4,.9,1.7,2.1,2.1,3.2,3.8,4.4,4.9,5.9,5.8,6.0,5.3,5.0,3.4,2.4,1.1,.8,.4,.4,.6,.0,6.0,14
,CHULA VISTA,1.6,.9,1.3,.7,.3,.7,.5,2.1,3.8,4.3,5.8,6.0,6.3,6.5,5.9,6.2,6.3,4.9,4.4,3.5,2.9,3.0,2.2,1.1,.0,6.5,13
,DOWNTOWN SES,2.5,3.1,3.1,2.6,3.2,2.5,2.2,2.6,4.8,5.5,6.6,6.4,6.5,6.7,6.7,7.0,6.3,5.5,4.6,4.5,4.1,2.9,1.9,2.0,.0,7.0,15
,EL CAJON LES,1.9,1.2,1.4,1.3,1.6,1.4,.6,1.0,2.1,2.8,4.3,5.3,6.7,7.3,5.8,7.1,7.2,7.4,6.4,5.1,4.9,3.0,3.9,2.6,.0,7.4,17
,KEARNY MESA,2.7,3.3,4.8,2.8,3.0,2.4,2.0,2.3,3.3,4.5,6.4,7.8,8.1,7.6,7.8,8.7,8.3,6.8,6.7,5.6,4.3,3.8,3.2,1.8,.0,8.7,15
,OTAY MESA DVN,1.6,1.8,1.3,2.2,1.9,1.2,2.8,2.0,3.9,6.6,6.4,7.6,9.3,8.3,8.0,8.2,7.4,7.0,5.9,4.7,4.8,4.0,3.7,2.9,.0,9.3,12
,PENDLETON,1.9,1.5,3.6,3.2,.6,2.7,1.6,4.4,4.2,4.5,5.5,6.9,7.7,7.0,7.9,8.2,5.8,5.3,4.6,4.4,2.8,2.4,3.7,3.4,.0,8.2,15
15 SWSP MPH,ALPINE,2.1,1.1,1.3,1.4,1.1,1.7,2.3,2.3,3.7,4.3,5.2,5.7,6.6,6.7,6.8,6.0,5.4,3.9,2.5,1.3,1.5,1.1,.8,1.2,3.2,6.8,14
,CHULA VISTA,1.8,1.6,1.6,1.2,.8,1.2,1.9,2.8,4.4,4.8,6.2,6.7,7.0,7.0,6.5,6.6,6.6,5.2,4.5,3.8,3.2,3.2,2.4,1.3,3.8,7.0,12
,DOWNTOWN SES,2.6,3.3,3.3,2.9,3.4,2.7,2.5,3.1,5.3,5.9,7.0,6.9,7.0,7.2,7.2,7.4,6.9,5.8,5.0,4.8,4.3,3.2,2.9,2.2,4.7,7.4,15
,EL CAJON LES,2.3,1.7,1.8,1.7,1.9,1.6,1.6,1.9,2.9,4.1,5.2,6.1,7.3,7.8,6.9,7.7,7.5,7.6,6.5,5.2,5.0,3.2,4.0,2.7,4.3,7.8,13
,KEARNY MESA,2.7,3.4,4.9,2.9,3.1,2.6,2.3,3.0,4.2,5.4,6.9,8.5,8.5,8.1,8.4,9.0,8.5,7.0,6.8,5.7,4.3,3.8,3.2,1.8,5.2,9.0,15
,OTAY MESA DVN,1.9,2.3,1.9,2.4,2.2,1.6,3.0,2.5,4.2,7.0,6.7,7.8,9.5,8.5,8.3,8.5,7.6,7.2,6.1,5.0,4.9,4.2,3.9,2.9,5.0,9.5,12
,PENDLETON,2.1,1.7,3.7,3.4,1.3,3.0,2.3,4.5,4.3,4.6,5.6,7.0,7.8,7.2,8.0,8.2,6.0,5.5,4.7,4.5,2.9,2.7,3.7,3.5,4.5,8.2,15
16 AMBTEMP °F,ALPINE,79.7,80.3,79.3,77.3,77.4,78.3,81.6,84.5,86.7,87.8,89.6,91.6,92.0,91.5,90.6,89.6,88.0,83.4,78.4,74.8,71.9,70.4,68.7,71.1,81.9,92.0,12
,CARMEL MT RCH,69.5,69.4,68.2,67.8,68.3,68.8,71.4,75.1,79.4,84.1,87.6,88.7,88.9,90.1,88.2,83.3,80.3,75.9,71.9,69.1,67.3,67.1,66.2,65.9,75.5,90.1,13
,CHULA VISTA,71.4,70.9,70.6,70.2,70.1,70.7,71.8,74.6,76.3,77.5,77.9,78.8,78.7,78.0,77.3,75.9,74.4,73.3,71.0,69.3,68.9,68.4,68.1,67.8,73.0,78.8,11
,DOWNTOWN SES,70.7,70.4,70.4,70.0,69.5,69.8,71.6,73.9,75.7,77.7,78.8,79.6,79.2,78.2,77.4,76.2,74.3,72.4,70.8,69.0,68.4,68.2,67.8,67.6,72.8,79.6,11
,EL CAJON LES,72.5,72.3,71.7,71.0,70.3,70.9,74.3,78.0,82.9,87.0,90.6,92.8,94.1,93.1,92.2,89.6,85.4,80.7,76.9,73.7,71.5,70.0,68.6,67.4,79.1,94.1,12
,KEARNY MESA,68.7,68.5,67.7,68.2,68.0,68.2,70.4,74.6,79.1,83.2,85.4,86.0,85.3,84.7,83.0,79.1,76.1,73.0,70.4,67.8,66.7,66.4,65.9,66.2,73.9,86.0,11
,OTAY MESA DVN,68.5,68.3,67.9,67.7,67.5,67.8,69.9,77.3,82.5,83.6,87.3,87.9,85.7,83.8,83.7,82.0,78.7,75.2,71.1,68.3,66.5,66.2,65.7,65.0,74.5,87.9,11
,PENDLETON,69.1,68.4,67.1,66.7,67.2,67.2,67.3,67.3,68.3,69.6,71.2,72.0,72.2,72.1,71.1,70.9,70.2,69.9,68.7,68.2,68.5,68.3,67.9,67.4,69.0,72.2,12
,SAN YSIDRO,69.4,69.5,69.4,69.5,69.7,70.1,71.0,72.7,74.8,77.0,78.2,78.3,77.8,77.6,76.4,74.7,73.3,71.9,70.0,68.9,68.3,68.1,67.7,67.1,72.1,78.3,11
17 RELHUM %,ALPINE,46,45,46,50,50,47,44,41,39,40,40,35,34,34,33,32,35,43,52,60,67,70,74,66,47,74,22
,EL CAJON LES,88,88,89,90,92,91,82,74,64,54,47,43,39,37,36,41,48,57,64,72,78,82,86,90,68,92,04
,KEARNY MESA,99,100,100,100,100,100,95,83,70,60,57,54,52,53,54,62,69,76,82,90,93,94,95,95,81,100,01
18 PRES mmHg,EL CAJON LES,748,748,747,747,747,748,748,748,748,748,747,746,746,746,746,745,745,745,745,746,746,746,747,746,747,748,00
,KEARNY MESA,749,748,748,748,748,748,748,748,748,748,748,748,747,747,747,746,746,746,746,747,747,747,747,747,747,749,00
19 SOLAR W/M2,EL CAJON LES,1,2,2,2,3,62,219,424,619,787,907,969,968,902,772,600,394,186,33,0,0,0,0,0,327,969,11
,KEARNY MESA,-1,-1,-1,-1,0,51,224,423,618,785,908,974,982,921,800,626,433,214,40,-1,-1,-1,-1,-1,333,982,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,3,11,22,32,42,48,52,52,48,40,31,19,9,2,0,0,0,0,0,17,52,11
25 NOY,EL CAJON LES,7.83,7.38,7.29,7.02,7.55,C,C,M,M,M,10.84,9.46,7.37,5.32,5.55,7.97,7.08,7.56,7.53,7.57,7.06,5.92,5.94,5.47,7.24,10.84,10
26 NOY-NO,EL CAJON LES,7.80,7.39,7.23,7.02,7.40,C,C,M,M,M,9.29,8.18,6.43,4.49,4.90,6.61,6.06,6.38,7.16,7.41,6.86,5.73,5.77,5.44,6.71,9.29,10
27 NO Trace,EL CAJON LES,.02,.00,.06,.00,.14,C,C,M,M,M,1.55,1.27,.93,.82,.65,1.36,1.02,1.17,.36,.16,.19,.18,.17,.02,.53,1.55,10
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,198.5,173.4,C,C,C,C,M,M,M,M,C,C,M,M,M,M,C,C,M,M,M,M,C,C,185.9,198.5,00
BCarbon ug/m3,10TH AVE MARINE TERM,.24,.12,<,<,<,<,<,<,<,<,.69,<,.35,.38,.44,.30,.27,<,<,.16,<,<,<,<,.33,.69,10
,ALPINE,<,.20,.19,.23,<,<,.34,<,<,.41,.51,.35,.30,.25,<,<,<,<,.37,<,.44,.45,<,<,.34,.51,10
,BOSTON AVE,.25,.24,.32,.24,.47,.61,.57,.96,.78,.67,.57,.57,.48,.31,.34,.33,.30,.29,.30,.32,.39,.43,.32,.45,.44,.96,07
,CHICANO PARK,<,<,.33,<,.43,.40,<,<,<,<,.55,.47,<,.34,.42,.35,.38,<,.28,.51,.38,.34,.31,<,.39,.55,10
,DOWNTOWN SES,.13,<,<,<,<,<,<,<,.53,.47,.43,<,.33,.32,.30,.33,.31,.38,<,.35,<,.44,.33,.31,.35,.53,08
,OCEANVIEW BLVD,.15,.16,.15,<,<,.30,<,.56,<,.60,.49,.47,.41,<,.41,.44,.46,.42,<,.43,.44,.39,.42,.47,.40,.60,09
,OTAY MESA DVN,.19,.18,.18,.18,.18,.20,.25,1.19,1.40,.90,.95,.61,.18,.17,.21,.26,.26,.26,.24,.18,.17,.14,.11,.11,.36,1.40,08
,SAN YSIDRO,.09,.14,<,<,.21,.30,<,.26,.77,.41,.44,<,<,<,<,.23,.22,.27,.29,.26,<,<,<,<,.30,.77,08
PM10 STD,ALPINE,22.6,19.8,19.2,19.2,19.5,19.9,19.8,26.5,24.6,34.8,31.5,29.8,26.4,27.5,22.9,22.4,23.4,28.1,32.6,32.6,30.8,30.2,29.2,28.4,25.9,34.8,09
,CARMEL MT RCH,19.9,20.8,18.5,17.8,20.6,24.0,31.9,40.8,33.0,32.7,37.3,39.4,36.6,32.6,29.4,31.5,28.2,28.4,25.2,27.4,20.7,21.2,19.9,18.7,27.3,40.8,07
,CHULA VISTA,18.4,21.5,23.1,22.1,20.2,21.9,26.2,32.3,34.8,35.3,40.7,39.2,37.1,37.5,37.4,35.0,34.8,32.8,30.7,32.0,28.5,21.8,18.8,17.1,29.1,40.7,10
,DOWNTOWN SES,19.3,19.5,20.5,20.7,21.7,23.8,25.6,30.8,28.8,27.8,32.3,29.9,28.8,27.0,26.7,27.3,25.6,28.2,56.2,25.4,19.5,17.0,16.6,17.5,25.6,56.2,18
,EL CAJON LES,23.5,21.7,21.5,21.3,20.8,M,M,28.0,31.9,33.1,30.9,31.0,29.8,26.2,24.0,26.9,27.9,29.7,29.5,31.0,31.3,26.2,23.0,22.4,26.8,33.1,09
,KEARNY MESA,18.0,18.6,20.1,20.0,18.2,21.2,30.2,32.0,35.8,38.3,M,M,35.0,42.0,48.2,40.2,32.4,29.3,28.3,21.3,19.3,16.5,15.5,15.1,27.0,48.2,14
,OTAY MESA DVN,22.4,23.9,47.0,27.3,22.6,15.3,21.8,42.1,51.8,50.6,48.4,51.0,39.7,37.1,34.9,35.4,32.1,33.9,31.5,30.5,28.7,27.5,24.5,20.7,33.3,51.8,08
,PENDLETON,22.8,33.5,27.9,25.3,22.3,19.2,20.4,19.8,19.0,21.4,25.3,25.8,27.2,20.3,23.1,24.8,23.6,18.5,18.9,31.3,25.9,25.9,36.9,39.5,24.9,39.5,23
,SAN YSIDRO,24.3,21.3,21.4,21.9,24.1,25.8,27.1,29.5,34.1,37.4,42.8,36.4,33.5,31.3,31.8,28.7,26.6,27.9,29.5,31.9,25.6,26.2,19.4,18.4,28.2,42.8,10
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
