,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.009,C,C,.019,.030,.021,.017,.015,.004,.004,.004,.003,.003,.003,.002,.002,.002,.002,.003,.004,.003,.002,.001,.008,.030,05
,OTAY MESA DVN,.014,.024,C,C,.026,.016,.028,.035,.019,.008,.008,.006,.006,.005,.004,.003,.004,.004,.003,.002,.003,.005,.006,.004,.011,.035,07
,PENDLETON,<,C,C,C,<,<,M,M,.012,.007,.001,.001,.001,.001,.001,.001,.001,.001,.002,.006,.003,.006,.002,.005,.003,.012,08
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.004,.005,.009,.004,.003,.005,.003,.002,.002,.001,.001,.001,.001,.001,.002,.001,.002,.002,.002,.003,.009,07
,CARMEL MT RCH,.012,.016,C,C,.014,.014,.014,.011,.006,.012,.010,.010,.013,.014,.013,.012,.007,.008,.008,.010,.007,.005,.006,.004,.010,.016,01
,CHULA VISTA,.011,.010,C,C,.025,.024,.023,.028,.017,.003,.002,.002,.002,.002,.001,.001,.001,.002,.002,.002,.002,.004,.004,.003,.008,.028,07
,DOWNTOWN SES,.017,.014,.014,.013,.013,.024,.026,.023,M,.005,.003,.005,.003,.003,.003,.003,.003,.003,.003,.003,.004,.005,.005,.003,.009,.026,06
,EL CAJON LES,.013,.011,C,C,C,.016,.016,.013,.005,.008,.002,.002,.002,.002,.001,.002,.002,.002,.003,.003,.003,.003,.002,.003,.005,.016,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.009,C,C,.014,.019,.018,.013,.012,.004,.003,.003,.002,.002,.002,.002,.002,.002,.002,.003,.004,.003,.002,.001,.006,.019,05
,OTAY MESA DVN,.013,.023,C,C,.020,.013,.020,.022,.013,.006,.006,.005,.004,.004,.003,.003,.003,.004,.003,.002,.003,.004,.005,.003,.008,.023,01
,PENDLETON,<,C,C,C,<,<,M,M,.010,.006,.001,.001,.001,.001,.001,.001,.001,.001,.002,.006,.003,.006,.003,.005,.003,.010,08
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.003,.001,.001,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,07
,CARMEL MT RCH,.002,.007,C,C,.003,.003,.006,.003,.002,.007,.007,.009,.011,.014,.013,.013,.008,.007,.006,.007,.005,.004,.004,.003,.007,.014,13
,CHULA VISTA,.000,.000,C,C,.003,.002,.007,.013,.005,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.013,07
,DOWNTOWN SES,.001,.001,.001,.002,.000,.004,.007,.007,M,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,06
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.005,.011,.003,.003,.003,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.011,05
,OTAY MESA DVN,.001,.001,C,C,.006,.002,.008,.012,.006,.002,.002,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.000,.002,.012,07
,PENDLETON,<,C,C,C,<,<,M,M,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
06 CO PPM,CARMEL MT RCH,3.0,1.8,C,C,C,2.2,.7,.6,.2,.3,.3,.4,.4,.5,.6,.5,.4,.4,.4,.4,.4,.3,.3,.2,.7,3.0,00
10 INTMP °C,ALPINE,26,26,27,27,27,26,27,26,25,24,24,24,24,25,24,25,25,25,25,26,26,26,27,27,26,27,02
,CARMEL MT RCH,26,26,27,27,27,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,27,02
,CHULA VISTA,24,24,24,24,24,24,24,24,25,24,25,25,25,24,25,25,25,25,24,24,25,25,25,24,24,25,08
,DOWNTOWN SES,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,21,21,21,21,20,19,20,20,21,22,23,24,25,25,25,25,25,24,23,23,22,22,21,21,22,25,12
,OTAY MESA DVN,25,25,26,26,26,26,26,26,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,26,02
,PENDLETON,<,<,<,<,<,<,<,M,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,08
11 PM2.5 µg/M3,ALPINE,4.0,.0,2.2,4.1,3.3,1.6,2.5,M,.3,1.0,7.5,7.3,7.3,16.3,16.5,12.1,11.1,10.9,9.0,19.1,10.0,17.1,23.5,24.1,9.1,24.1,23
,DOWNTOWN SES,6.9,5.1,10.9,7.8,7.7,10.5,16.3,20.8,14.1,12.5,9.6,18.1,20.3,14.1,16.0,14.2,12.3,15.5,11.4,17.5,20.8,21.8,20.3,16.4,14.2,21.8,21
,EL CAJON LES,11.9,6.9,7.0,7.2,5.8,8.7,8.4,7.2,10.9,17.4,15.8,15.1,14.0,17.9,17.9,17.7,13.9,16.8,15.6,16.6,13.4,17.2,19.9,18.1,13.3,19.9,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,15.5,28.3,21.1,25.2,24.5,16.1,14.9,15.7,16.0,8.6,10.6,11.9,16.6,16.8,12.5,13.0,9.1,11.6,10.2,8.5,16.5,14.6,20.4,18.3,15.6,28.3,01
,PENDLETON,7.5,7.9,9.6,7.7,9.3,9.4,8.1,9.2,9.4,16.4,11.5,13.7,15.1,15.4,15.7,12.4,17.5,16.2,28.6,33.3,27.0,26.1,24.6,15.1,15.2,33.3,19
12 VWDR °,ALPINE,56,108,104,104,100,340,77,201,M,M,224,225,220,214,226,214,217,228,231,245,246,282,304,294,0,340,05
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,56,62,50,85,57,95,98,147,184,182,188,212,228,216,223,217,239,251,255,272,281,319,291,306,0,319,21
,EL CAJON LES,110,104,194,104,152,122,105,64,196,194,202,194,202,212,211,205,212,219,227,221,216,264,283,275,0,283,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,80,67,68,117,102,111,86,140,171,183,184,186,200,205,225,229,246,242,241,250,286,307,310,309,0,310,22
,OTAY MESA DVN,53,142,87,108,129,117,153,155,184,206,202,208,213,218,222,218,235,239,250,271,262,234,331,301,0,331,22
,PENDLETON,<,<,<,<,<,<,<,M,128,163,178,175,228,230,218,240,245,250,263,308,316,320,315,323,0,323,23
13 SIGTHETA °,ALPINE,53,33,13,13,18,39,46,35,M,M,27,23,28,24,26,24,24,25,24,29,31,29,24,23,28,53,00
,CHULA VISTA,41,19,23,15,29,14,14,15,21,20,24,23,21,21,23,21,20,20,20,20,21,25,20,17,21,41,00
,DOWNTOWN SES,17,18,36,54,18,21,24,22,15,15,15,19,20,20,19,21,21,20,22,26,25,25,22,22,22,54,03
,EL CAJON LES,44,53,46,32,65,44,35,40,47,21,22,19,22,23,21,21,20,20,20,20,17,19,19,20,30,65,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,6,7,19,36,12,21,12,14,14,15,14,15,16,14,15,12,12,13,13,20,10,10,10,14,36,04
,OTAY MESA DVN,21,38,34,60,32,8,13,13,20,13,17,16,16,16,16,15,12,11,15,12,15,46,27,10,21,60,03
,PENDLETON,<,<,<,<,<,<,<,M,16,14,15,16,19,14,15,13,11,13,15,13,13,14,12,14,14,19,12
14 VWSP MPH,ALPINE,.6,.8,2.0,1.9,1.3,.4,.7,1.7,M,M,7.3,8.9,8.8,11.0,9.6,9.5,9.2,8.7,9.1,6.5,4.6,4.7,4.3,4.2,.0,11.0,13
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,1.8,1.9,.4,.8,1.8,2.2,2.4,4.3,8.9,9.6,9.8,8.9,9.9,10.3,9.5,9.0,8.5,7.1,7.8,7.1,5.2,7.0,7.6,8.9,.0,10.3,13
,EL CAJON LES,.9,.8,.9,1.3,.5,.4,.5,1.0,6.3,7.8,8.9,9.2,9.9,9.9,10.7,9.2,8.5,7.7,6.8,5.7,5.1,5.9,7.3,3.9,.0,10.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.1,3.4,3.5,1.9,1.7,3.5,2.4,5.3,8.4,11.6,11.7,12.7,14.1,13.8,14.0,13.2,14.5,12.3,9.7,7.8,7.7,10.5,16.1,16.3,.0,16.3,23
,OTAY MESA DVN,2.4,1.8,1.5,.5,2.0,4.3,4.9,6.2,7.8,10.3,10.8,12.3,12.1,13.5,13.1,13.0,11.3,11.1,7.1,9.3,6.1,1.8,4.0,7.9,.0,13.5,13
,PENDLETON,<,<,<,<,<,<,<,M,5.7,10.0,9.5,9.6,10.6,14.1,10.1,12.0,13.3,13.2,14.0,8.0,9.9,13.1,19.1,10.2,.0,19.1,22
15 SWSP MPH,ALPINE,1.2,.9,2.1,1.9,1.3,1.2,1.1,3.4,M,M,8.1,9.6,9.8,12.0,10.5,10.3,9.9,9.6,10.0,7.2,5.2,5.3,4.7,4.5,5.9,12.0,13
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,1.9,2.0,.6,.9,1.9,2.3,2.8,4.7,9.2,9.9,10.2,9.4,10.5,11.0,10.2,9.8,9.2,7.7,8.3,7.9,5.8,7.7,8.1,9.8,6.7,11.0,13
,EL CAJON LES,1.3,1.0,1.1,1.5,.9,1.2,1.0,1.2,7.0,8.3,9.6,10.0,10.7,10.7,11.5,9.8,9.2,8.3,7.2,6.1,5.3,6.4,7.7,4.1,5.9,11.5,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.2,3.4,3.6,2.1,1.9,3.6,2.5,5.5,8.9,11.9,12.1,13.1,14.6,14.4,14.5,14.0,14.8,12.5,10.1,8.4,9.8,10.6,16.3,16.5,9.5,16.5,23
,OTAY MESA DVN,3.1,2.5,3.0,.9,2.3,4.4,5.1,6.4,8.6,10.7,11.2,12.8,12.6,14.2,13.7,13.5,11.6,11.4,8.0,9.5,6.4,2.5,4.7,8.0,7.8,14.2,13
,PENDLETON,<,<,<,<,<,<,<,M,6.4,10.5,9.8,10.0,11.1,14.5,10.4,12.3,13.5,13.6,14.5,8.2,10.2,13.4,19.6,10.5,11.8,19.6,22
16 AMBTEMP °F,ALPINE,61.7,60.8,60.2,59.8,59.3,57.3,56.7,60.0,60.6,62.8,64.2,63.5,63.6,63.0,60.1,58.4,56.8,55.0,53.4,52.8,52.7,52.6,52.9,52.4,58.4,64.2,10
,CARMEL MT RCH,57.7,56.6,57.0,55.4,54.9,55.1,56.7,57.3,62.0,64.4,66.7,68.2,67.5,66.6,64.8,63.9,61.5,60.4,60.2,60.4,60.9,60.7,59.8,59.5,60.8,68.2,11
,CHULA VISTA,60.2,59.0,58.6,58.6,58.7,59.2,59.7,63.2,65.7,66.0,67.3,68.1,67.8,67.2,66.4,66.7,65.3,63.3,63.0,62.7,62.8,63.7,64.1,63.2,63.4,68.1,11
,DOWNTOWN SES,61.5,61.0,61.4,61.2,60.4,60.8,61.8,64.0,65.5,66.3,67.0,68.1,67.7,66.8,66.6,67.3,65.6,64.0,63.5,63.6,64.0,65.9,64.9,64.8,64.3,68.1,11
,EL CAJON LES,56.4,55.3,54.1,53.3,51.8,53.1,53.5,58.9,65.8,66.9,68.3,68.9,69.4,68.3,66.3,65.2,64.0,62.3,61.2,60.8,60.4,61.9,62.7,61.2,61.3,69.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,57.3,56.7,56.1,54.6,54.8,54.6,58.4,61.5,64.3,65.3,66.6,67.4,67.8,66.1,65.5,65.1,63.1,62.1,61.9,61.8,62.7,63.4,63.6,63.2,61.8,67.8,12
,OTAY MESA DVN,59.2,59.5,57.6,58.0,56.6,58.7,58.8,62.5,65.5,66.3,66.5,68.4,68.0,67.6,65.8,64.6,62.8,60.1,59.7,58.9,58.5,58.4,59.4,59.7,61.7,68.4,11
,PENDLETON,<,<,<,<,<,<,<,M,63.9,66.7,69.0,69.6,68.5,66.9,67.2,67.7,65.9,65.5,65.8,65.7,65.1,65.3,65.2,64.1,66.4,69.6,11
17 RELHUM %,ALPINE,33,32,34,35,37,39,43,41,51,62,68,68,66,69,80,78,77,85,91,91,92,87,48,34,60,92,20
,EL CAJON LES,78,79,84,73,78,71,69,59,65,66,62,62,62,64,63,65,63,70,67,68,69,48,28,33,64,84,02
,KEARNY MESA,91,91,87,87,89,93,95,91,81,77,72,68,68,70,69,68,69,69,70,69,59,36,33,33,72,95,06
18 PRES mmHg,EL CAJON LES,747,746,746,745,745,746,745,745,745,745,744,744,743,742,742,742,742,742,743,743,743,743,743,744,744,747,00
,KEARNY MESA,747,747,746,746,746,746,746,745,745,745,745,744,744,743,743,742,742,743,743,743,743,744,744,744,744,747,00
19 SOLAR W/M2,EL CAJON LES,-6,-6,-5,-6,-4,-1,37,273,500,350,564,546,612,523,368,184,62,-1,-4,-4,-5,-5,-5,-6,165,612,12
,KEARNY MESA,0,0,0,0,0,1,31,139,180,292,389,486,671,337,304,192,79,3,0,0,0,0,0,0,129,671,12
25 NOY,EL CAJON LES,12.86,10.47,11.85,8.34,13.54,C,C,18.37,6.17,9.88,3.56,3.23,2.99,2.83,2.10,2.44,2.77,2.28,3.16,3.12,3.28,3.78,2.55,3.47,6.04,18.37,07
26 NOY-NO,EL CAJON LES,12.63,10.38,11.45,8.28,12.81,C,C,12.63,4.82,7.99,2.76,2.55,2.28,2.28,1.71,2.04,2.32,2.08,2.98,2.97,3.12,3.64,2.48,3.12,5.33,12.81,04
27 NO Trace,EL CAJON LES,.22,.08,.39,.05,.72,C,C,5.74,1.35,1.89,.80,.68,.70,.55,.39,.39,.44,.20,.17,.15,.16,.14,.07,.35,.71,5.74,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,07
29 CO Tr PPB,EL CAJON LES,366.5,306.0,C,C,C,324.6,358.3,362.9,212.0,271.3,187.1,181.5,178.5,171.8,166.5,166.1,171.8,161.8,171.0,171.9,184.0,190.4,148.8,143.0,218.8,366.5,00
BCarbon ug/m3,10TH AVE MARINE TERM,1.26,1.20,.96,.87,.90,1.29,2.07,3.34,1.13,.40,.32,.73,.12,.14,.12,.19,.13,.12,.09,.19,.38,.27,.33,.33,.70,3.34,07
,ALPINE,.09,.08,.08,.09,.14,.29,.21,.35,.43,.41,.49,.27,.21,.18,.15,.10,.10,.09,.08,.09,.11,.21,.17,.16,.19,.49,10
,CHICANO PARK,.84,.76,.81,.99,1.14,1.69,2.38,2.68,1.18,.45,.62,.31,.28,.24,.26,.22,.26,.17,.16,.21,.45,.29,.34,.31,.71,2.68,07
,DOWNTOWN SES,.84,.69,.90,1.00,.98,1.59,2.20,2.66,1.16,.36,.25,.18,.14,.13,.13,.13,.16,.12,.11,.17,.39,.26,.39,.26,.63,2.66,07
,OCEANVIEW BLVD,.75,.66,.76,.76,.91,1.24,1.99,1.88,1.01,.34,.23,.27,.33,.29,.20,.18,.19,.17,.15,.17,.31,.25,.28,.23,.56,1.99,06
,SAN YSIDRO,.13,.19,.39,.49,.53,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.35,.53,04
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
