06 CO PPM,CARMEL MT RCH,.7,.4,C,C,.5,.5,.9,.8,1.0,.8,.8,.7,.6,.6,.7,.6,.4,.7,.7,.7,.7,.5,.4,.3,.6,1.0,08
,SAN YSIDRO,.8,.9,C,C,.9,1.3,1.5,1.4,.8,.5,.4,C,.3,.3,.3,.3,.4,.4,.4,.4,.4,.8,.7,.5,.7,1.5,06
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,26,25,26,23
,CARMEL MT RCH,24,25,24,25,25,25,25,24,24,24,24,24,24,24,25,24,24,24,25,25,25,25,25,24,24,25,01
,CHULA VISTA,23,23,24,24,24,24,24,23,24,25,26,26,25,25,26,25,26,25,25,25,24,24,24,24,25,26,10
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,25,26,26,26,25,26,00
,EL CAJON LES,26,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,27,27,27,27,27,27,27,01
,KEARNY MESA,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,24,24,24,25,25,24,24,24,24,25,25,00
,OTAY MESA DVN,24,24,25,24,24,25,24,24,24,24,25,25,24,24,24,24,24,24,24,25,25,24,25,25,24,25,02
,PENDLETON,,,P,24,26,26,26,26,P,,P,25,24,24,25,25,25,25,25,,,,,,25,26,04
,SAN YSIDRO,23,23,23,23,23,23,23,23,23,23,23,23,25,26,25,24,24,24,24,24,24,23,23,23,24,26,13
11 PM2.5 µg/M3,ALPINE,2.4,3.0,1.9,1.5,1.9,1.6,.9,1.8,1.8,5.0,4.8,6.1,8.6,9.5,10.5,8.9,8.4,9.0,8.8,9.1,8.3,8.4,7.8,6.5,5.6,10.5,14
,CARMEL MT RCH,13.8,13.1,11.9,10.4,8.2,9.5,10.7,11.2,12.3,10.1,9.7,13.1,13.1,11.1,9.3,8.9,7.9,7.9,8.5,8.6,8.4,7.8,10.3,9.6,10.2,13.8,00
,CHULA VISTA,16.3,16.3,15.3,15.5,15.6,16.7,18.4,20.4,18.2,24.8,28.4,22.1,13.4,10.9,10.6,9.4,7.5,6.8,7.6,8.8,10.1,10.2,10.9,10.8,14.3,28.4,10
,DOWNTOWN SES,24.1,23.3,22.4,16.5,8.1,7.9,11.7,11.8,15.6,17.6,19.3,16.2,12.7,10.0,9.3,8.3,8.4,9.1,9.3,9.3,9.5,9.7,11.6,13.3,13.1,24.1,00
,EL CAJON LES,18.1,16.7,16.5,15.7,14.6,14.5,15.0,16.9,17.5,14.3,16.0,13.0,14.5,15.0,10.9,8.1,8.5,8.3,8.8,9.8,10.2,10.8,11.2,14.2,13.2,18.1,00
,KEARNY MESA,12.9,14.9,13.5,14.8,14.5,12.0,13.1,5.3,8.6,17.2,18.5,16.9,15.4,12.7,8.9,8.3,7.2,7.5,8.3,9.2,9.3,10.4,11.0,9.2,11.6,18.5,10
,OTAY MESA DVN,40.0,35.6,52.2,28.7,39.1,52.7,59.4,46.1,46.8,63.7,42.6,31.8,24.0,17.3,14.9,12.1,8.5,7.9,9.2,10.2,18.5,15.4,14.2,16.6,29.4,63.7,09
,PENDLETON,,,P,14.6,10.7,11.7,14.4,11.5,P,,P,14.5,13.5,12.0,9.9,8.6,8.3,11.5,13.4,,,,,,11.8,14.6,03
,SAN YSIDRO,17.4,18.2,24.9,33.6,25.5,28.3,27.6,18.6,15.9,19.9,23.8,19.5,17.4,9.9,7.7,6.9,6.4,6.5,6.9,7.8,9.0,9.9,11.9,10.8,16.0,33.6,03
12 VWDR °,ALPINE,38,67,103,82,66,97,100,132,233,272,269,273,271,295,279,303,329,5,13,84,49,356,87,114,0,356,21
,CHULA VISTA,37,90,92,23,74,90,125,333,292,286,263,271,269,272,250,249,238,244,159,117,109,71,53,72,0,333,07
,DOWNTOWN SES,342,22,278,346,355,352,355,345,334,323,262,286,282,281,272,275,291,319,345,332,340,12,117,78,0,355,04
,EL CAJON LES,282,106,168,148,109,108,113,314,342,295,265,261,270,253,232,251,205,197,159,114,251,67,349,117,0,349,22
,KEARNY MESA,340,61,7,328,357,344,317,302,306,258,211,221,243,277,272,287,302,306,309,30,358,39,51,115,0,358,20
,OTAY MESA DVN,5,111,93,34,35,134,105,185,283,299,296,299,298,291,296,288,289,330,9,8,131,18,5,98,0,330,17
,PENDLETON,,,P,32,60,69,60,26,P,,P,256,254,252,257,261,270,273,258,,,,,,0,273,17
13 SIGTHETA °,ALPINE,28,19,17,25,17,51,12,18,24,26,38,33,34,29,29,28,30,51,20,24,24,40,19,31,28,51,05
,CHULA VISTA,16,27,40,43,25,15,10,28,28,36,39,24,21,23,22,23,19,23,20,20,14,29,18,18,24,43,03
,DOWNTOWN SES,14,47,21,19,17,16,21,20,27,35,41,22,24,24,19,18,19,27,15,22,15,24,40,28,24,47,01
,EL CAJON LES,40,28,45,37,33,37,50,33,57,61,47,41,22,24,29,22,18,18,24,25,27,27,53,31,35,61,09
,KEARNY MESA,8,20,26,7,13,7,10,10,16,35,32,23,20,21,21,15,9,9,11,27,17,11,11,31,17,35,09
,OTAY MESA DVN,26,24,37,23,26,27,31,25,20,15,18,17,14,13,15,11,11,13,19,18,28,16,19,18,20,37,02
,PENDLETON,,,P,8,12,12,8,P,P,,P,13,14,13,13,12,13,13,12,,,,,,12,14,12
14 VWSP MPH,ALPINE,.6,.9,1.6,.7,.5,.5,1.0,2.0,1.6,3.4,3.2,3.5,3.7,4.2,3.9,3.1,1.3,.7,.8,1.0,1.0,1.4,1.3,.5,.0,4.2,13
,CHULA VISTA,1.2,.9,.6,.4,.5,.1,1.0,.7,2.6,2.1,2.5,4.7,5.4,5.0,4.5,4.0,3.3,1.9,.4,1.2,.6,.5,1.0,1.9,.0,5.4,12
,DOWNTOWN SES,3.1,.4,.5,2.6,2.6,1.8,.6,2.0,3.7,2.6,3.0,5.0,5.0,5.1,5.3,4.7,4.4,2.6,2.5,1.5,2.3,1.4,.4,1.4,.0,5.3,14
,EL CAJON LES,.4,.8,.4,.5,.6,.2,.5,.5,.2,1.0,1.9,3.2,5.3,5.2,3.9,3.8,4.5,2.9,1.0,1.3,.6,.7,.2,.8,.0,5.3,12
,KEARNY MESA,4.2,2.2,2.4,3.5,2.6,4.4,2.8,3.1,4.4,2.1,3.3,5.1,6.5,5.6,5.6,5.9,6.6,3.3,2.2,1.1,2.1,2.5,2.5,1.4,.0,6.6,16
,OTAY MESA DVN,2.5,2.1,1.5,2.5,.8,1.4,2.0,.9,2.0,4.9,4.5,5.1,5.7,7.6,6.1,7.0,4.7,3.6,3.7,1.6,2.3,3.9,2.7,1.9,.0,7.6,13
,PENDLETON,,,P,3.1,3.0,3.2,3.6,3.3,P,,P,4.2,5.1,5.2,5.1,5.1,4.3,3.6,3.1,,,,,,.0,5.2,13
15 SWSP MPH,ALPINE,1.3,1.2,1.7,1.3,.9,.5,1.1,2.1,2.4,3.8,3.8,4.2,4.4,4.7,4.5,3.7,1.5,.8,.8,1.2,1.7,1.7,1.5,.6,2.1,4.7,13
,CHULA VISTA,1.4,.9,.9,.5,.5,.1,1.1,.9,3.0,2.6,2.9,5.1,5.8,5.4,4.9,4.4,3.5,2.0,.5,1.2,.7,.6,1.0,2.0,2.2,5.8,12
,DOWNTOWN SES,3.2,.7,.6,2.8,2.7,1.9,.7,2.1,4.1,3.6,3.7,5.4,5.4,5.5,5.5,4.9,4.8,2.8,2.6,1.6,2.4,1.7,.8,1.6,3.0,5.5,13
,EL CAJON LES,.4,1.1,.9,1.1,.7,.4,.5,.7,.8,1.4,2.7,3.8,5.6,5.6,4.5,4.0,4.7,3.0,1.4,1.5,.8,1.4,1.0,1.1,2.0,5.6,12
,KEARNY MESA,4.7,2.4,3.4,3.6,2.8,4.4,2.9,3.2,4.6,2.9,3.8,5.5,7.0,6.1,5.9,6.2,6.7,3.4,2.5,1.5,2.4,2.6,2.7,1.5,3.9,7.0,12
,OTAY MESA DVN,2.9,3.1,2.6,2.8,1.0,1.5,2.2,1.4,2.2,5.2,4.7,5.3,5.9,7.8,6.3,7.1,4.9,3.8,3.9,2.3,2.5,4.2,2.9,2.5,3.7,7.8,13
,PENDLETON,,,P,3.2,3.1,3.4,3.7,3.4,P,,P,4.3,5.2,5.3,5.3,5.2,4.4,3.7,3.2,,,,,,4.1,5.3,13
16 AMBTEMP °F,ALPINE,69.8,68.8,68.9,69.2,67.2,67.6,68.1,70.1,75.0,75.5,76.4,78.2,79.4,78.5,76.7,75.1,71.3,66.8,63.7,61.3,61.7,59.8,57.5,58.5,69.4,79.4,12
,CARMEL MT RCH,59.2,56.8,56.9,56.6,56.2,55.7,56.5,61.1,63.7,68.4,72.3,73.8,74.8,75.7,77.1,72.3,67.1,63.3,62.1,59.9,59.2,58.9,57.6,57.0,63.4,77.1,14
,CHULA VISTA,56.7,56.1,54.6,54.0,53.0,52.0,52.1,56.5,59.6,63.9,67.9,68.8,68.9,69.2,69.5,68.3,65.9,63.3,61.8,61.3,59.8,60.4,60.5,60.4,61.0,69.5,14
,DOWNTOWN SES,58.9,57.7,56.8,56.1,56.0,55.7,54.7,56.4,59.7,64.4,69.0,69.9,70.5,70.8,70.6,69.1,66.8,64.3,63.3,62.6,62.0,61.7,60.7,61.6,62.5,70.8,13
,EL CAJON LES,55.4,53.4,52.4,51.6,50.5,49.7,49.7,55.5,62.4,70.0,75.4,78.2,79.4,79.6,79.7,78.4,72.8,66.6,63.2,61.0,60.1,58.5,57.0,55.8,63.2,79.7,14
,KEARNY MESA,54.2,55.8,55.8,53.5,51.2,51.0,51.1,54.3,57.6,64.4,70.0,73.8,74.9,75.0,74.1,71.6,66.6,61.6,60.7,58.3,57.5,57.9,58.7,59.4,61.2,75.0,13
,OTAY MESA DVN,60.5,59.3,59.8,59.9,60.0,59.1,59.1,62.2,66.6,68.1,70.6,73.1,73.7,71.9,71.5,69.8,65.9,61.6,59.4,58.5,58.7,56.9,57.9,57.7,63.4,73.7,12
,PENDLETON,,,P,54.4,54.3,52.9,50.6,53.2,P,,P,62.3,64.3,65.2,65.7,65.7,65.1,64.6,64.4,,,,,,60.2,65.7,14
,SAN YSIDRO,56.2,55.5,54.5,54.3,52.4,51.9,52.1,55.1,58.8,61.1,67.1,69.7,69.7,69.8,70.0,67.8,65.3,63.0,62.1,60.5,59.5,59.8,59.9,60.0,60.7,70.0,14
17 RELHUM %,ALPINE,17,17,17,16,18,17,19,22,18,16,18,19,18,22,26,28,33,46,54,57,49,60,61,47,30,61,22
,EL CAJON LES,76,77,78,79,80,81,80,67,49,37,35,34,36,38,32,34,55,76,87,92,94,90,95,99,67,99,23
,KEARNY MESA,95,87,76,93,100,100,100,100,100,78,55,50,54,50,46,56,73,90,95,94,97,97,100,98,83,100,04
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,748,748,748,748,748,748,747,747,747,747,747,747,748,748,748,749,749,748,748,749,21
,KEARNY MESA,748,748,748,748,748,748,748,749,749,749,749,749,748,748,748,748,748,748,749,749,749,750,749,749,749,750,21
19 SOLAR W/M2,EL CAJON LES,-1,-2,-2,-1,-2,-1,13,38,190,533,635,672,634,541,402,217,35,-5,-5,-3,-2,-3,-2,-1,162,672,11
,KEARNY MESA,0,0,0,0,0,0,51,220,364,591,692,728,694,599,450,254,57,0,0,0,0,0,0,0,196,728,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,8,13,28,33,35,33,27,20,10,2,0,0,0,0,0,0,0,9,35,11
25 NOY,EL CAJON LES,22.54,19.56,17.82,18.47,16.97,C,C,37.91,35.50,36.18,21.08,16.76,12.85,10.59,8.40,9.98,13.15,15.41,15.38,13.19,14.29,19.11,15.35,13.54,18.36,37.91,07
26 NOY-NO,EL CAJON LES,21.82,19.12,17.32,17.90,16.48,C,C,22.00,22.96,24.31,17.04,13.85,11.17,9.44,7.39,8.77,12.22,14.52,14.87,12.75,13.45,18.12,14.45,13.04,15.59,24.31,09
27 NO Trace,EL CAJON LES,.71,.44,.50,.57,.49,C,C,15.91,12.54,11.87,4.03,2.91,1.67,1.14,1.00,1.20,.93,.89,.50,.44,.83,.99,.89,.49,2.77,15.91,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,M,.1,.2,.2,.1,.2,.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.2,09
29 CO Tr PPB,EL CAJON LES,707.5,635.0,C,C,C,654.2,755.2,M,739.0,722.3,601.4,535.0,439.2,387.1,317.1,315.8,339.7,357.9,367.4,358.1,366.1,507.1,469.6,417.1,499.5,755.2,06
BCarbon ug/m3,10TH AVE MARINE TERM,<,.99,<,.59,<,.61,.64,<,1.25,.80,.64,<,.35,.40,<,<,<,.42,.75,.58,.50,.46,<,<,.64,1.25,08
,BOSTON AVE,2.03,1.81,1.34,1.42,.82,1.18,2.24,1.96,1.59,1.09,1.08,.83,.58,.64,.90,.55,.61,.79,.92,1.22,.98,1.99,2.01,1.03,1.23,2.24,06
,CHICANO PARK,1.58,1.14,.86,.80,.50,.73,1.04,1.65,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,1.04,1.65,07
,DOWNTOWN SES,1.32,.95,.79,.77,.37,.43,.85,1.07,.70,.63,<,.70,.55,.52,.60,.49,.41,.47,<,.36,.36,.33,<,.61,.63,1.32,00
,OCEANVIEW BLVD,<,<,1.43,1.56,1.44,1.51,<,1.64,<,<,.80,.73,.50,.45,.69,.53,.60,.45,.37,.48,.75,1.30,<,<,.90,1.64,07
,SAN YSIDRO,<,2.39,2.88,4.42,<,4.36,3.84,2.67,1.37,.89,.80,<,<,<,.26,.25,.30,.35,<,<,.59,1.14,1.69,<,1.76,4.42,03
PM10 STD,ALPINE,6.4,7.6,3.7,3.1,3.3,4.9,2.9,10.7,10.8,15.2,15.5,20.3,24.2,24.1,23.0,21.2,23.4,30.2,29.9,29.2,24.2,22.9,24.4,19.8,16.7,30.2,17
,CARMEL MT RCH,23.9,24.3,23.7,22.8,22.2,29.0,35.7,38.4,32.3,25.0,23.9,26.7,27.1,25.4,26.5,22.0,19.4,19.8,18.7,18.4,18.4,16.4,22.1,19.5,24.2,38.4,07
,CHULA VISTA,26.4,29.9,25.8,26.5,27.5,31.2,39.3,36.6,30.5,42.8,49.6,43.2,30.2,29.9,31.7,28.0,20.5,17.3,17.4,20.0,21.4,21.7,19.7,19.4,28.6,49.6,10
,DOWNTOWN SES,38.5,34.8,32.3,23.8,11.5,11.3,16.9,18.8,25.7,32.0,39.3,36.0,28.7,25.3,24.7,21.7,19.8,20.4,19.7,20.0,18.1,18.6,20.8,24.0,24.2,39.3,10
,EL CAJON LES,32.3,31.2,32.1,27.9,26.6,27.9,32.2,34.7,47.4,42.5,44.9,35.2,34.0,36.7,27.0,24.5,26.9,24.2,23.6,23.7,22.4,23.4,22.1,23.6,30.2,47.4,08
,KEARNY MESA,29.0,24.9,34.2,30.7,29.3,22.8,34.5,13.9,14.6,30.9,36.3,35.9,32.8,31.8,27.1,37.4,23.9,21.8,18.3,23.2,19.8,20.2,21.9,17.2,26.3,37.4,15
,OTAY MESA DVN,139.6,97.8,121.9,84.3,106.9,153.2,166.9,228.7,174.5,140.1,82.9,66.6,55.0,45.2,38.4,37.8,24.0,20.3,30.1,22.2,53.6,40.5,31.8,38.9,83.3,228.7,07
,PENDLETON,,,P,18.8,15.0,16.3,23.8,19.1,P,,P,24.4,25.9,22.8,21.6,20.9,22.0,29.1,38.9,,,,,,22.9,38.9,18
,SAN YSIDRO,29.7,30.7,48.6,64.5,47.1,47.3,47.5,38.4,26.4,35.5,44.7,37.0,34.6,24.4,22.5,19.9,20.4,17.9,18.1,22.6,22.8,19.8,25.6,22.7,32.0,64.5,03
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
