Current Date:,4/6/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,25,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,00
,OTAY MESA DVN,24,25,25,25,25,25,25,25,24,25,25,24,24,24,24,24,24,23,24,23,24,24,25,25,24,25,01
,PENDLETON,26,27,27,27,27,26,26,27,27,27,26,26,26,25,26,26,26,26,26,27,26,26,26,26,26,27,01
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,9.2,6.4,4.9,7.2,4.5,3.9,6.1,7.9,5.8,3.0,2.6,3.2,12.7,11.6,15.8,12.9,8.8,8.2,6.9,7.7,8.7,9.7,6.7,13.4,7.8,15.8,14
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,11.8,16.2,17.7,17.1,17.1,12.6,15.5,18.5,17.0,20.2,21.3,22.8,16.2,10.1,9.8,8.3,11.9,9.3,9.6,9.6,12.5,9.8,11.4,11.7,14.0,22.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,13.2,19.7,16.2,16.3,20.5,18.1,23.1,34.4,17.3,12.5,15.6,13.7,12.6,13.1,9.4,7.3,12.0,9.2,8.9,7.2,5.8,9.5,10.6,6.6,13.8,34.4,07
,PENDLETON,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,5,335,105,104,344,93,106,180,266,260,264,287,260,269,260,259,277,273,190,306,236,331,114,332,227,344,04
,CHULA VISTA,349,307,80,344,319,8,279,231,228,275,264,261,257,255,265,257,273,267,250,271,274,278,235,230,252,349,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,37,57,97,108,98,117,113,164,183,M,M,M,223,249,259,231,264,264,236,256,187,189,185,183,176,264,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,112,260,94,97,8,69,102,156,160,235,247,273,265,282,282,279,297,306,280,286,282,278,254,164,211,306,17
,OTAY MESA DVN,347,338,66,349,334,45,115,291,327,295,276,277,262,281,275,275,282,280,268,333,311,359,328,222,272,359,21
,PENDLETON,152,212,333,334,11,54,74,133,140,216,245,252,266,271,257,257,273,246,248,264,186,164,144,128,203,334,03
13 SIGTHETA °,ALPINE,69,28,28,19,49,26,30,25,29,28,31,29,36,31,29,35,25,27,45,39,34,26,28,32,32,69,00
,CHULA VISTA,39,40,56,35,31,55,30,46,54,33,25,23,25,21,22,25,20,25,18,21,21,25,22,25,31,56,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,46,52,36,23,45,28,16,53,56,M,M,M,28,29,22,33,23,24,22,23,30,15,15,19,30,56,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,38,36,49,42,33,40,31,47,59,37,38,24,27,17,25,26,11,15,7,7,15,7,30,20,28,59,08
,OTAY MESA DVN,19,20,43,25,31,19,51,47,35,34,18,16,22,14,16,22,11,13,11,23,25,15,34,18,24,51,06
,PENDLETON,37,37,28,18,19,35,55,36,28,30,12,13,14,15,15,13,15,23,16,16,23,19,18,22,23,55,06
14 VWSP MPH,ALPINE,.3,1.3,2.0,2.0,.6,1.5,1.8,1.2,2.8,3.9,4.1,5.2,4.3,5.3,5.9,4.5,4.2,2.8,.9,1.2,.3,.7,1.0,1.0,2.5,5.9,14
,CHULA VISTA,.4,2.0,1.1,.7,1.8,.2,2.0,1.2,1.5,3.4,5.3,5.9,6.3,8.0,6.8,5.2,6.6,3.9,3.1,3.6,2.3,1.3,1.6,1.5,3.2,8.0,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.2,.7,1.9,2.6,1.4,3.2,3.5,1.9,1.1,M,M,M,5.3,6.6,7.2,4.5,6.2,4.3,3.1,2.9,2.2,2.7,3.2,2.2,3.3,7.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.4,1.0,1.4,1.2,2.0,2.3,2.1,1.0,1.8,3.4,5.7,7.2,6.8,8.9,6.9,5.8,10.5,4.8,4.3,5.2,2.1,2.4,1.7,2.2,3.8,10.5,16
,OTAY MESA DVN,2.3,3.6,1.5,1.9,2.5,3.3,1.9,1.2,2.6,3.2,6.9,9.3,7.0,9.7,8.9,5.5,8.8,7.0,3.9,2.8,2.0,1.8,.5,1.4,4.1,9.7,13
,PENDLETON,.6,1.3,1.3,1.9,2.4,1.5,1.5,1.5,2.1,4.9,7.4,6.1,5.0,5.1,4.7,5.2,4.5,2.9,2.1,1.9,1.1,2.0,2.3,2.4,3.0,7.4,10
15 SWSP MPH,ALPINE,.6,1.6,2.1,2.1,1.1,1.5,2.1,2.4,3.2,4.4,4.8,6.0,5.2,6.1,6.6,5.4,4.6,3.1,1.2,1.5,1.3,.8,1.9,1.3,3.0,6.6,14
,CHULA VISTA,1.3,2.4,1.7,1.5,2.3,1.2,2.2,1.8,2.2,3.9,5.8,6.4,6.9,8.5,7.4,5.6,7.1,4.3,3.2,3.9,2.5,1.4,1.7,1.8,3.6,8.5,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.6,1.7,2.3,2.7,1.9,3.7,3.6,2.6,2.4,M,M,M,6.2,7.4,7.8,5.3,6.8,4.8,3.4,3.2,2.6,2.8,3.3,2.4,3.8,7.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.4,2.1,2.2,1.6,2.4,2.8,2.6,2.1,3.1,4.2,6.6,7.8,7.6,9.3,7.4,6.3,10.7,4.9,4.3,5.2,2.3,2.5,2.3,2.4,4.4,10.7,16
,OTAY MESA DVN,2.6,3.8,2.0,2.4,3.0,4.0,3.0,2.5,3.2,3.9,7.4,9.6,7.5,10.0,9.2,5.9,9.0,7.3,4.0,3.1,2.2,1.9,1.1,1.5,4.6,10.0,13
,PENDLETON,2.2,1.5,2.1,2.0,2.7,2.0,1.9,2.0,2.3,5.3,7.6,6.2,5.2,5.2,4.9,5.4,4.7,3.0,2.2,2.0,1.3,2.3,2.4,2.8,3.3,7.6,10
16 AMBTEMP °F,ALPINE,56.8,57.4,55.6,57.5,56.0,55.0,57.7,61.1,61.8,64.6,67.5,69.0,70.3,71.4,70.5,67.9,65.7,63.2,59.9,57.8,55.4,54.6,54.0,52.6,61.0,71.4,13
,CARMEL MT RCH,55.3,54.5,54.4,54.6,55.0,54.6,54.6,55.3,58.0,62.7,66.4,67.4,70.2,71.3,68.4,68.8,64.5,61.4,59.1,57.5,56.4,56.0,55.2,55.7,59.9,71.3,13
,CHULA VISTA,57.3,57.0,56.6,56.5,56.4,56.2,56.5,57.7,61.6,65.7,66.4,66.2,67.3,66.9,66.2,67.0,63.8,62.7,59.5,58.7,58.1,57.3,58.0,58.6,60.8,67.3,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,56.7,56.7,56.3,55.5,55.8,55.1,54.8,57.1,61.4,65.6,69.2,71.6,72.8,73.7,72.4,71.5,70.2,66.2,63.4,61.3,59.2,57.9,57.0,56.6,62.4,73.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,56.9,56.6,56.4,56.3,56.0,56.0,56.2,57.0,59.0,63.1,65.9,66.8,68.1,67.7,65.9,66.2,63.9,61.3,59.5,57.7,57.5,57.6,57.6,58.2,60.3,68.1,12
,OTAY MESA DVN,55.0,54.4,53.8,54.1,54.0,53.4,53.6,55.8,60.0,64.6,68.2,66.7,69.1,67.0,66.8,67.0,64.2,60.7,57.3,57.0,56.2,55.7,55.7,55.8,59.4,69.1,12
,PENDLETON,56.6,56.5,56.3,56.3,56.1,56.1,56.3,57.1,58.7,61.2,65.6,67.1,65.4,64.4,66.4,64.6,63.4,61.7,58.0,57.9,57.4,57.6,57.7,58.6,59.9,67.1,11
17 RELHUM %,ALPINE,72,68,61,47,55,60,57,48,58,53,50,49,43,43,45,49,51,55,66,73,80,82,82,87,60,87,23
,EL CAJON LES,87,87,88,88,88,89,87,81,71,62,54,49,46,44,44,42,46,57,62,70,78,84,87,89,70,89,05
,KEARNY MESA,92,93,94,94,94,94,91,89,82,71,65,63,58,55,59,58,66,75,80,86,89,90,89,87,80,94,02
18 PRES mmHg,KEARNY MESA,749,749,749,749,749,750,750,750,750,750,750,749,749,749,749,748,748,748,748,748,749,749,749,749,749,750,05
19 SOLAR W/M2,KEARNY MESA,-2,-2,-2,-2,-2,0,28,95,379,782,774,938,920,860,647,480,277,109,0,-2,-2,-2,-2,-2,261,938,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.1,.2,.1,.1,.0,.0,.0,.1,.1,.0,.0,.0,.0,.0,.2,12
29 CO Tr PPB,EL CAJON LES,248.0,251.1,C,C,C,249.5,256.4,249.7,278.5,297.6,333.3,330.1,273.2,258.7,242.7,233.5,246.3,240.6,260.7,277.4,290.7,255.0,243.8,200.5,262.7,333.3,10
