,DOWNTOWN SES,3.1,3.0,C,C,3.7,6.7,7.8,9.6,5.3,2.5,2.2,2.3,3.3,3.8,4.8,4.3,4.3,3.9,7.9,15.9,11.0,5.3,5.9,7.2,5.6,15.9,19
,EL CAJON LES,6.2,5.7,C,C,C,5.6,5.7,8.5,11.0,10.5,7.2,5.3,4.5,3.9,3.5,5.5,4.3,4.1,5.2,8.6,8.4,8.8,8.3,8.0,6.6,11.0,08
,KEARNY MESA,20.7,15.6,C,C,15.9,10.0,11.5,14.2,14.0,8.5,6.8,5.9,5.8,5.7,5.8,5.2,4.9,5.1,8.3,8.2,8.5,8.1,6.0,7.3,9.1,20.7,00
,OTAY MESA DVN,P,8.3,C,C,5.2,10.5,33.2,37.5,15.4,6.5,5.1,3.1,3.6,2.2,2.6,2.4,2.1,2.5,3.4,3.3,3.4,3.4,3.5,4.9,7.7,37.5,07
,PENDLETON,9.3,6.4,C,C,6.8,9.1,5.9,3.5,1.1,.6,.6,.6,.7,.7,1.4,.7,.3,.3,.3,.4,4.7,4.8,7.0,10.2,3.4,10.2,23
04 NO PPB,ALPINE,.0,.0,C,C,.0,.8,1.2,1.1,.4,.7,.6,.3,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.2,1.2,06
,OTAY MESA DVN,P,9.4,C,C,.2,4.8,26.1,28.5,7.1,1.7,1.0,.4,.6,.2,.4,.4,.2,.2,.0,.0,.0,.3,.0,.6,3.9,28.5,07
,PENDLETON,.0,1.0,C,C,.3,.9,.7,.4,.1,.0,.0,.0,.1,.0,.3,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,1.0,01
06 CO PPM,CARMEL MT RCH,.4,.4,C,C,.5,.6,.5,.7,.6,.6,.6,.5,.5,.5,.8,.8,.5,.5,.5,.5,.5,.5,.4,.3,.5,.8,14
10 INTMP °C,ALPINE,26,26,26,27,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,25,27,03
,CARMEL MT RCH,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,CHULA VISTA,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,26,25,26,26,25,26,26,00
,DOWNTOWN SES,26,26,26,26,26,26,26,26,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,00
,EL CAJON LES,24,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,01
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,P,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,24,24,25,25,26,26,26,25,26,01
,PENDLETON,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,25,26,26,26,26,26,26,26,26,00
11 PM2.5 µg/M3,ALPINE,5.6,5.9,3.8,3.0,1.7,3.4,2.3,1.2,2.3,6.9,M,20.9,11.7,12.2,9.4,9.3,12.7,9.2,14.9,10.6,10.6,9.9,9.7,9.2,8.1,20.9,11
,DOWNTOWN SES,10.9,11.1,11.9,12.6,16.2,18.0,24.2,25.2,18.0,15.5,15.5,15.6,M,M,M,13.4,13.4,14.0,14.5,14.8,15.4,15.5,16.1,16.1,15.6,25.2,07
,EL CAJON LES,11.8,18.8,12.2,7.1,12.0,10.2,12.2,20.0,30.8,34.9,22.2,23.4,20.5,20.8,11.4,18.3,12.5,17.4,17.1,17.1,18.1,13.7,17.9,15.2,17.3,34.9,09
,OTAY MESA DVN,M,37.1,45.8,87.1,22.8,28.3,77.7,60.5,31.8,M,M,M,21.2,20.7,18.6,23.1,11.0,11.2,11.6,13.0,11.7,10.4,16.0,11.0,28.5,87.1,03
,PENDLETON,7.3,7.7,9.3,10.0,13.0,9.0,9.6,15.4,14.5,15.9,15.4,14.0,11.5,11.8,14.9,11.3,11.2,10.8,9.3,8.1,10.7,11.9,11.4,10.6,11.4,15.9,09
12 VWDR °,ALPINE,2,47,100,58,336,10,192,253,283,277,279,267,275,308,272,283,261,290,319,330,339,61,61,85,0,339,20
,CHULA VISTA,144,87,70,209,167,221,238,247,248,254,257,267,257,257,251,248,251,256,252,244,255,261,241,218,0,267,11
,DOWNTOWN SES,205,181,127,200,177,182,203,217,217,210,206,205,204,225,223,222,213,211,205,335,330,339,329,310,0,339,21
,EL CAJON LES,107,93,98,104,120,80,291,254,269,250,250,264,251,224,222,233,204,201,211,211,203,181,175,143,0,291,06
,KEARNY MESA,98,146,108,115,148,163,183,231,251,236,241,239,236,251,247,249,250,267,293,314,311,315,326,285,0,326,22
,OTAY MESA DVN,P,0,7,175,345,125,168,301,296,296,292,291,294,307,303,299,303,302,304,319,341,312,294,343,0,345,04
,PENDLETON,79,57,56,70,82,90,147,166,188,211,227,230,241,222,236,229,238,233,231,248,160,102,329,352,0,352,23
13 SIGTHETA °,ALPINE,65,50,30,37,50,42,43,24,30,27,31,36,35,28,35,36,30,29,22,44,65,52,58,50,40,65,00
,CHULA VISTA,24,26,36,32,35,28,40,27,24,23,26,28,25,26,29,27,21,21,21,20,21,23,24,21,26,40,06
,DOWNTOWN SES,18,29,36,29,19,21,23,24,25,25,20,20,22,27,26,23,21,19,36,24,21,15,44,43,25,44,22
,EL CAJON LES,13,45,14,50,41,35,52,64,33,28,34,31,34,38,26,24,22,19,22,23,30,30,22,23,31,64,07
,KEARNY MESA,13,9,16,21,12,14,18,31,28,24,21,22,25,23,23,17,18,17,13,11,9,9,17,12,18,31,07
,OTAY MESA DVN,P,20,34,19,28,28,40,32,16,16,18,16,21,22,14,12,16,12,9,16,14,15,26,21,20,40,06
,PENDLETON,12,9,12,12,10,14,21,23,28,16,17,20,19,21,21,20,18,19,22,24,35,43,21,24,20,43,21
14 VWSP MPH,ALPINE,.9,.2,1.1,.2,1.1,2.1,.9,2.4,3.4,3.8,4.6,4.5,4.5,4.8,4.2,4.1,4.1,3.3,3.3,1.0,.2,.7,.6,.8,.0,4.8,13
,CHULA VISTA,.6,.6,.7,1.4,1.6,1.2,1.3,3.7,5.4,6.0,5.7,5.3,5.5,5.7,5.4,5.4,5.7,4.4,3.1,2.8,2.4,2.1,1.4,1.2,.0,6.0,09
,DOWNTOWN SES,1.9,1.0,.3,1.4,3.5,3.7,4.1,4.6,4.6,6.0,6.6,6.5,6.8,5.9,6.3,5.9,5.7,4.8,1.9,2.8,3.7,4.4,2.3,1.0,.0,6.8,12
,EL CAJON LES,1.3,.7,1.6,.0,1.1,.8,.6,1.2,3.9,4.7,4.7,5.7,4.4,4.0,4.9,5.4,5.8,5.1,3.3,3.1,1.7,1.6,2.2,2.1,.0,5.8,16
,KEARNY MESA,1.2,1.9,1.8,1.5,3.3,5.4,4.5,3.7,5.0,5.9,6.5,6.4,6.2,5.4,6.4,7.4,6.8,5.0,5.5,4.0,4.7,4.4,2.5,3.5,.0,7.4,15
,OTAY MESA DVN,P,4.1,1.3,1.5,2.2,1.0,1.8,2.3,7.0,8.2,7.4,7.5,6.2,6.3,7.6,7.1,6.2,6.4,5.6,4.4,4.0,3.2,2.7,1.7,.0,8.2,09
,PENDLETON,2.3,3.4,3.2,3.3,4.5,3.2,3.6,3.3,4.5,6.3,6.6,5.6,5.4,4.7,5.1,5.2,5.4,4.1,2.9,1.9,.6,.6,1.4,1.2,.0,6.6,10
15 SWSP MPH,ALPINE,1.4,1.0,1.2,.8,1.5,2.3,1.5,2.6,3.9,4.5,5.5,5.5,5.3,5.4,5.1,5.0,4.9,4.2,3.5,1.8,1.3,1.2,1.3,1.3,3.0,5.5,10
,CHULA VISTA,.7,.7,.9,1.6,1.9,1.5,1.5,4.2,5.9,6.4,6.3,6.0,6.0,6.2,6.0,6.0,6.1,4.7,3.3,3.0,2.6,2.3,1.5,1.2,3.6,6.4,09
,DOWNTOWN SES,2.1,1.1,.7,1.7,3.7,3.9,4.5,5.0,5.1,6.6,7.1,6.9,7.3,6.6,6.9,6.4,6.2,5.1,3.9,3.1,4.0,4.5,2.5,1.2,4.4,7.3,12
,EL CAJON LES,1.4,.9,1.7,.0,1.2,.9,.8,1.9,4.5,5.3,5.6,6.6,5.5,5.1,5.3,6.0,6.4,5.4,3.6,3.4,1.9,1.9,2.3,2.3,3.3,6.6,11
,KEARNY MESA,1.4,2.0,2.2,2.0,3.4,5.6,4.8,4.6,5.5,6.4,7.1,6.8,6.9,6.0,7.0,7.8,7.1,5.3,5.8,4.2,4.8,4.5,2.6,3.6,4.9,7.8,15
,OTAY MESA DVN,P,4.4,2.0,1.7,2.5,2.0,2.2,2.9,7.3,8.6,7.7,7.8,6.7,6.8,7.9,7.3,6.5,6.6,5.7,4.7,4.1,3.6,2.9,1.9,4.9,8.6,09
,PENDLETON,2.4,3.7,3.4,3.4,4.5,3.4,3.9,3.7,5.2,6.5,6.9,5.9,5.7,5.1,5.5,5.5,5.7,4.4,3.0,2.1,1.0,1.1,2.0,1.3,4.0,6.9,10
16 AMBTEMP °F,ALPINE,70.7,68.1,68.9,70.9,69.1,70.7,76.0,78.2,80.3,81.3,81.4,83.5,84.2,84.1,85.4,86.5,84.9,82.5,77.1,74.8,73.3,73.4,74.1,73.8,77.2,86.5,15
,CARMEL MT RCH,63.8,63.1,62.7,61.3,60.8,61.6,65.9,69.8,73.3,76.6,80.8,83.1,85.4,86.5,86.6,85.2,81.4,77.5,71.4,69.8,68.3,65.6,66.2,66.5,72.2,86.6,14
,CHULA VISTA,65.5,65.2,64.9,64.7,64.3,64.0,65.1,67.4,68.9,69.5,69.9,70.8,72.1,72.1,72.0,72.6,71.2,69.2,67.6,66.7,66.6,66.6,66.7,66.8,67.9,72.6,15
,DOWNTOWN SES,66.3,66.0,65.6,65.7,65.8,66.1,65.9,65.8,67.7,68.9,70.1,71.1,72.4,73.1,73.9,73.9,72.5,70.3,68.9,68.3,67.7,66.6,66.7,67.3,68.6,73.9,14
,EL CAJON LES,65.2,64.5,62.8,62.5,61.4,62.4,67.2,72.5,76.4,78.2,81.2,83.0,85.3,88.1,88.5,86.6,83.1,80.8,77.9,74.3,72.2,70.3,69.0,67.9,74.2,88.5,14
,KEARNY MESA,63.7,62.8,62.5,60.8,61.1,63.8,65.4,69.3,71.5,74.0,75.7,76.6,78.9,80.3,80.9,79.6,77.8,75.3,71.7,68.8,67.3,65.7,65.5,65.1,70.2,80.9,14
,OTAY MESA DVN,P,62.7,62.1,62.0,59.2,61.1,66.2,70.5,71.9,73.2,74.9,76.3,78.2,79.5,78.9,76.1,76.1,73.9,69.9,67.7,65.9,64.6,63.9,64.2,69.5,79.5,13
,PENDLETON,65.8,64.1,64.1,64.1,63.8,64.8,65.7,67.3,69.9,70.7,71.0,71.8,72.1,72.8,73.6,72.8,72.2,70.0,67.7,67.1,67.3,68.0,67.4,66.8,68.4,73.6,14
17 RELHUM %,ALPINE,27,30,24,20,21,26,19,18,19,29,37,33,30,26,23,20,21,26,35,39,42,42,38,38,28,42,20
,EL CAJON LES,85,88,89,74,86,87,77,64,58,53,47,42,37,28,23,30,33,35,39,52,59,65,70,73,58,89,02
,KEARNY MESA,87,95,99,100,99,99,94,83,74,69,64,59,52,50,48,42,42,49,65,78,83,88,89,90,75,100,03
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,748,748,748,747,747,748,20
,KEARNY MESA,747,747,747,747,747,748,748,748,748,748,748,749,748,748,748,748,748,748,748,749,749,749,749,749,748,749,11
19 SOLAR W/M2,EL CAJON LES,0,1,1,-1,5,95,308,507,694,844,957,1019,982,943,809,652,371,222,51,1,0,0,1,1,353,1019,11
,KEARNY MESA,-1,0,0,0,3,51,284,535,727,859,1122,1186,1167,1091,880,658,490,268,64,0,-1,-1,-1,0,391,1186,11
25 NOY,EL CAJON LES,5.87,5.26,4.69,5.25,6.32,C,C,11.21,14.22,13.59,10.01,7.73,6.83,6.93,5.89,7.60,5.70,5.16,5.45,7.91,7.96,8.15,7.75,7.49,7.58,14.22,08
26 NOY-NO,EL CAJON LES,5.88,5.27,4.70,5.23,6.22,C,C,7.45,10.51,10.92,8.33,6.70,6.07,6.35,5.34,6.60,5.01,4.64,5.25,7.58,7.78,8.07,7.72,7.47,6.77,10.92,09
27 NO Trace,EL CAJON LES,.00,.00,-.01,.02,.10,C,C,3.76,3.70,2.66,1.67,1.02,.76,.58,.55,.99,.69,.51,.20,.33,.18,.08,.03,.01,.81,3.76,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.3,.4,.4,.3,.3,.3,.2,.2,.2,.2,.2,.1,.1,.1,.0,.0,.1,.4,09
29 CO Tr PPB,EL CAJON LES,216.5,206.9,C,C,C,226.9,247.5,336.8,390.3,333.9,276.3,238.9,235.9,218.9,174.2,213.4,197.3,184.7,197.4,240.5,252.9,256.0,248.0,233.8,244.1,390.3,08
BCarbon ug/m3,10TH AVE MARINE TERM,.18,.14,.14,.24,.74,.76,1.37,.90,.92,.33,.30,.26,.19,.36,.24,.19,.18,.28,.37,.45,.33,.43,.65,.58,.44,1.37,06
,ALPINE,.15,.15,.14,.14,.17,.15,.25,.24,.29,.56,1.21,1.08,.73,.46,.41,.34,.27,.28,.32,.32,.47,.44,.36,.41,.39,1.21,10
,CHICANO PARK,.14,.11,.19,.33,.79,.77,1.18,.99,.56,.35,.34,.21,.22,.32,.20,.17,.20,.20,.27,.39,.44,.43,.36,.38,.40,1.18,06
,DOWNTOWN SES,.13,.11,.15,.29,.71,.77,1.06,1.04,.58,.36,.32,.21,.22,.32,.26,.21,.19,.20,.31,.67,.48,.46,.35,.37,.41,1.06,06
,OCEANVIEW BLVD,.29,.14,.18,.34,.70,.93,1.38,1.54,.81,.49,.46,.39,.39,.37,.26,.26,.26,.30,.55,.66,.48,.42,.37,.41,.52,1.54,07
,SAN YSIDRO,.31,.36,.44,.44,1.07,1.57,1.52,1.61,.57,.45,.25,.23,.16,.15,.13,.12,.13,.17,.13,.18,.15,.24,.28,.15,.45,1.61,07
PM10 STD,DOWNTOWN SES,25.9,24.7,27.2,28.2,36.2,39.7,55.7,54.5,47.3,35.2,37.2,37.5,M,M,M,34.2,34.7,40.9,35.8,35.9,35.4,34.7,38.1,36.2,36.9,55.7,06
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
