Current Date:,1/5/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.001,C,C,.003,.013,.021,.014,.017,.007,.004,.003,.002,.002,M,M,.000,.000,.000,.001,.001,.001,.001,.000,.005,.021,06
,OTAY MESA DVN,.001,.001,C,C,.001,.001,.001,.010,.010,.010,.013,.005,.002,.007,.003,M,.001,.000,.000,.000,.000,.000,.001,.000,.003,.013,10
,PENDLETON,.001,.000,C,C,.003,.007,.006,.007,.007,.008,.016,.005,.001,.001,.001,.001,.000,.000,.000,.001,.000,.004,.003,.001,.003,.016,10
06 CO PPM,CARMEL MT RCH,1.0,.9,C,C,C,1.0,1.1,1.5,.8,.7,.9,.8,.9,1.0,1.0,.9,1.1,1.3,1.3,1.5,1.6,1.3,.8,.8,1.1,1.6,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,27,27,27,27,27,27,27,26,25,24,25,25,25,24,24,25,25,25,26,26,26,26,26,25,27,01
,CARMEL MT RCH,25,25,25,26,26,26,26,26,25,24,24,24,24,24,24,25,24,25,25,25,25,25,25,25,25,26,03
,CHULA VISTA,25,25,26,25,25,25,25,24,24,25,25,24,25,24,25,24,24,24,25,23,24,24,24,24,25,26,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,25,26,25,25,25,24,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,26,00
,OTAY MESA DVN,28,28,29,29,29,29,29,29,29,29,28,28,27,27,26,26,26,27,27,28,28,28,29,29,28,29,02
,PENDLETON,27,27,26,26,26,25,25,24,24,25,25,25,25,25,25,25,25,26,27,27,27,27,27,27,26,27,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,11.0,10.6,10.7,8.2,6.2,4.0,2.2,1.2,-.2,-1.8,-.9,1.3,.5,2.9,3.8,5.2,8.9,8.3,9.3,8.6,10.4,8.6,9.7,7.2,5.6,11.0,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,32.8,30.8,22.9,18.6,16.2,17.9,18.2,19.3,27.4,17.5,13.9,8.5,7.3,8.2,13.0,10.4,15.4,16.9,19.0,23.9,23.9,21.6,22.7,24.5,18.7,32.8,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,35.5,32.8,42.4,42.0,34.9,20.5,14.2,29.6,24.5,21.7,25.6,15.4,5.0,21.6,20.9,15.5,18.0,23.6,22.0,30.1,30.2,8.0,25.2,15.5,23.9,42.4,02
,PENDLETON,28.5,27.8,14.2,19.9,25.7,17.7,18.2,19.2,6.5,11.6,25.9,11.4,M,14.9,17.3,18.2,22.9,18.8,18.3,28.9,18.7,29.8,26.7,32.9,20.6,32.9,23
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,356,85,66,23,92,101,89,57,322,201,292,302,296,292,300,304,300,70,106,60,1,41,93,306,173,356,00
,CHULA VISTA,63,96,123,51,58,60,102,42,30,165,274,270,268,264,261,270,255,147,112,100,356,58,68,62,148,356,20
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,112,92,106,248,114,151,225,119,171,342,295,322,302,249,247,261,283,238,117,110,238,111,245,118,201,342,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,87,75,283,7,11,64,40,50,118,55,340,340,327,306,309,307,314,10,39,354,349,334,10,51,174,354,19
,OTAY MESA DVN,38,109,119,2,3,87,28,88,283,160,191,302,292,281,279,282,282,356,115,102,111,1,350,26,162,356,17
,PENDLETON,67,57,53,44,62,51,51,62,65,87,223,270,270,282,276,263,257,237,238,103,31,59,74,60,135,282,13
13 SIGTHETA °,ALPINE,16,32,49,55,33,21,18,29,38,59,31,26,40,34,M,22,22,58,21,28,50,52,31,29,35,59,09
,CHULA VISTA,18,27,26,19,40,43,42,58,17,47,31,35,18,19,20,19,23,11,55,35,36,16,24,18,29,58,07
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,22,40,53,47,24,31,49,61,43,44,37,41,30,32,18,17,21,33,57,30,60,25,27,45,37,61,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,8,43,11,17,19,15,8,17,47,52,23,19,15,12,11,10,15,10,21,15,8,10,6,18,52,10
,OTAY MESA DVN,20,16,25,19,15,27,30,48,57,47,47,20,17,12,12,10,16,30,24,10,22,10,23,22,24,57,08
,PENDLETON,16,48,17,9,10,11,9,10,17,18,27,13,11,15,14,11,12,16,17,23,14,9,8,8,15,48,01
14 VWSP MPH,ALPINE,2.0,1.6,1.7,.6,.7,1.4,1.2,.7,1.1,.6,3.4,4.1,3.4,4.2,4.4,4.2,3.0,.9,1.7,.4,1.0,.5,.1,.3,1.8,4.4,14
,CHULA VISTA,2.7,2.4,.5,2.9,1.2,1.4,1.3,.4,1.9,.2,2.2,3.0,5.4,6.0,5.2,4.6,3.0,1.4,.5,.8,.7,.9,.8,1.5,2.1,6.0,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.3,1.7,.4,.6,1.6,.9,.6,.5,.4,.3,1.5,1.7,1.9,4.8,5.8,6.2,3.4,.6,.8,1.6,.2,1.1,1.1,1.0,1.7,6.2,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.2,6.4,4.0,3.5,3.5,2.8,3.6,4.0,2.8,1.4,2.6,4.9,5.9,8.5,9.5,9.2,5.3,2.3,2.0,3.2,3.2,2.9,3.4,3.9,4.3,9.5,14
,OTAY MESA DVN,2.9,3.2,3.3,1.9,4.0,3.2,1.0,2.3,.6,2.9,1.3,4.6,6.8,10.7,8.7,8.1,4.4,1.6,1.7,2.6,2.5,3.9,2.0,2.7,3.6,10.7,13
,PENDLETON,4.2,2.4,2.8,4.2,4.4,4.6,4.8,5.5,3.3,3.8,2.7,3.0,3.2,3.9,3.4,3.2,2.4,1.4,1.2,1.3,2.4,1.7,4.2,4.4,3.3,5.5,07
15 SWSP MPH,ALPINE,2.2,1.9,1.9,.7,1.1,1.5,1.2,1.5,1.6,2.0,4.0,4.5,3.8,4.8,4.8,4.5,3.3,1.4,1.9,1.2,1.1,1.0,.6,.9,2.2,4.8,13
,CHULA VISTA,2.9,2.9,1.4,3.0,1.3,1.7,1.6,.8,2.2,1.6,2.5,3.3,5.6,6.3,5.5,4.9,3.2,1.4,.7,.9,1.1,.9,.9,1.6,2.4,6.3,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.4,1.9,.9,1.1,1.7,2.5,1.1,.7,1.5,1.3,2.1,2.2,3.2,5.4,6.1,6.5,3.7,1.2,1.1,1.9,.3,1.2,1.2,1.3,2.1,6.5,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.3,6.4,5.0,4.5,3.8,3.1,4.0,4.1,3.2,1.9,3.4,5.3,6.3,8.8,9.7,9.4,5.4,2.9,2.1,3.7,3.6,3.0,3.7,3.9,4.6,9.7,14
,OTAY MESA DVN,4.6,4.0,3.8,3.2,4.2,3.7,3.4,2.9,.9,3.2,2.8,4.9,7.2,11.0,8.9,8.3,4.8,2.1,2.0,2.7,2.7,4.1,2.1,3.7,4.2,11.0,13
,PENDLETON,4.3,2.8,3.3,4.3,4.5,4.8,4.9,5.7,3.7,3.9,3.4,3.1,3.3,4.0,3.6,3.2,2.5,1.4,1.4,1.5,2.5,1.7,4.2,4.5,3.4,5.7,07
16 AMBTEMP °F,ALPINE,57.9,59.3,61.3,62.1,60.8,61.0,60.7,61.5,64.3,67.7,69.9,71.5,72.6,74.2,73.8,72.7,68.7,64.7,63.2,63.4,62.8,62.5,61.6,60.7,65.0,74.2,13
,CARMEL MT RCH,55.4,55.0,54.3,53.6,52.0,51.9,51.9,54.2,57.1,63.6,68.3,70.7,71.9,72.9,71.9,69.5,67.2,65.3,63.6,62.3,60.9,60.6,59.5,57.2,61.3,72.9,13
,CHULA VISTA,59.3,57.4,54.6,54.8,53.7,52.5,52.1,52.9,57.2,65.4,68.6,71.2,72.1,71.8,70.4,69.4,68.0,65.0,63.4,62.5,60.5,59.7,58.0,58.5,61.6,72.1,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,53.8,53.0,51.0,49.4,47.9,47.1,46.5,47.2,53.1,62.0,69.2,75.1,78.4,79.5,78.9,76.9,73.0,68.2,64.0,61.2,59.4,57.6,56.1,54.7,61.0,79.5,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,55.7,56.7,54.7,54.9,52.4,51.2,52.3,56.1,60.7,67.0,70.7,72.3,73.5,73.6,72.0,69.7,67.2,64.8,64.1,61.9,60.6,59.8,58.2,58.2,62.0,73.6,13
,OTAY MESA DVN,54.8,56.2,54.1,53.8,54.3,56.3,54.2,55.8,61.1,67.3,72.8,74.9,77.2,75.5,72.8,69.8,67.2,64.3,62.6,62.3,62.1,61.4,60.8,59.7,63.0,77.2,12
,PENDLETON,57.1,55.6,53.9,53.7,51.8,51.4,51.6,51.7,56.9,62.9,65.2,63.1,63.7,64.4,64.0,63.7,62.8,61.7,61.2,60.6,59.3,58.9,57.1,55.8,58.7,65.2,10
17 RELHUM %,ALPINE,39,32,26,21,22,21,21,21,20,19,18,17,16,19,20,22,26,30,31,31,32,32,33,33,25,39,00
,EL CAJON LES,93,86,81,81,79,82,82,80,70,43,28,18,17,18,19,19,21,27,34,38,42,44,47,49,50,93,00
,KEARNY MESA,97,91,92,87,93,92,82,65,54,35,26,24,24,23,26,29,34,37,34,36,39,44,49,53,53,97,00
18 PRES mmHg,KEARNY MESA,751,751,751,751,751,751,752,752,752,753,753,752,751,750,750,751,751,751,752,752,752,753,753,753,752,753,09
19 SOLAR W/M2,KEARNY MESA,0,0,1,0,1,0,3,86,269,449,567,623,615,539,403,229,56,1,1,1,1,1,1,1,160,623,11
28 SO2 Tr PPB,EL CAJON LES,.2,.1,.1,.0,.1,.1,.2,.2,.4,.3,.2,M,M,M,.2,.4,.5,.3,.2,.2,.3,.3,.2,.2,.2,.5,16
29 CO Tr PPB,EL CAJON LES,647.3,575.9,512.3,512.1,509.2,578.5,840.0,925.6,1108.5,757.6,612.7,C,M,M,339.3,302.5,347.2,521.6,595.8,646.4,750.0,680.6,710.1,746.3,629.5,1108.5,08
