,DOWNTOWN SES,67.2,67.0,66.6,66.3,66.1,66.2,67.1,69.8,72.4,72.6,73.3,74.0,74.8,75.3,76.1,75.6,74.5,72.6,70.7,69.2,69.3,68.9,68.6,68.1,70.5,76.1,14
,EL CAJON LES,69.2,68.2,67.3,67.0,66.3,66.8,69.3,73.5,78.4,84.2,87.1,89.1,90.0,90.1,90.9,90.2,88.7,85.5,80.4,76.4,74.9,72.7,71.3,70.6,77.8,90.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,65.9,65.7,65.0,64.3,64.2,64.2,65.1,68.6,75.4,81.0,81.0,80.4,80.3,81.2,81.2,80.4,79.3,76.3,71.9,68.7,67.6,66.8,66.7,66.6,72.0,81.2,13
,OTAY MESA DVN,65.8,65.1,64.3,64.2,64.0,64.3,66.9,71.2,76.6,79.5,80.8,80.1,80.1,80.6,79.5,79.3,77.5,74.7,71.1,68.7,67.2,66.4,66.2,65.7,71.7,80.8,10
,PENDLETON,66.1,65.8,65.7,65.2,64.8,64.9,65.4,68.4,69.9,70.8,72.1,72.4,72.5,72.5,72.6,72.0,72.1,70.4,69.1,68.3,68.0,67.7,67.1,66.6,68.8,72.6,14
17 RELHUM %,ALPINE,54,52,48,48,45,44,41,42,38,39,38,35,33,30,29,28,29,32,38,48,55,56,55,53,42,56,21
,EL CAJON LES,81,80,81,80,82,81,74,67,60,49,42,38,35,36,32,33,33,34,44,51,55,69,72,74,58,82,04
,KEARNY MESA,91,92,93,96,97,97,97,88,71,58,57,56,57,55,52,52,53,60,77,89,91,93,92,89,77,97,04
18 PRES mmHg,EL CAJON LES,749,749,749,749,749,749,750,750,750,749,749,749,749,749,748,748,748,748,748,748,749,749,748,748,749,750,06
,KEARNY MESA,750,750,750,750,750,751,751,751,751,751,751,751,750,750,750,749,749,749,749,750,750,750,750,749,750,751,05
19 SOLAR W/M2,EL CAJON LES,-6,-5,-5,-5,-4,38,206,426,620,782,894,948,941,872,750,579,382,182,35,-6,-6,-6,-6,-5,317,948,11
,KEARNY MESA,0,0,0,0,0,34,185,456,659,825,943,1002,996,931,813,647,447,227,48,0,0,0,0,-1,342,1002,11
25 NOY,EL CAJON LES,6.01,7.99,5.25,4.35,5.50,C,C,M,M,M,M,M,M,M,M,M,M,5.15,5.82,6.64,6.11,6.92,7.72,6.38,6.15,7.99,01
26 NOY-NO,EL CAJON LES,5.96,7.96,5.13,4.32,5.40,C,C,M,M,M,M,M,M,M,M,M,M,4.38,5.46,6.03,6.02,6.84,7.60,6.35,5.95,7.96,01
27 NO Trace,EL CAJON LES,.05,.02,.11,.02,.10,C,C,M,M,M,M,M,M,M,M,M,M,.76,.35,.60,.08,.07,.12,.03,.19,.76,17
28 SO2 Tr PPB,EL CAJON LES,.0,.1,C,C,C,.1,.1,.1,.1,.1,.1,.1,.2,.2,.2,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.2,12
29 CO Tr PPB,EL CAJON LES,194.9,157.6,C,C,C,267.2,330.5,339.8,311.8,344.0,295.5,230.6,199.8,191.1,170.1,169.2,157.9,170.6,192.3,211.8,215.7,247.6,231.3,206.8,230.2,344.0,09
BCarbon ug/m3,10TH AVE MARINE TERM,.12,.10,.10,.10,.11,.21,.76,.52,.75,.65,.71,.63,.30,.34,.23,.26,.40,.21,.25,.51,.62,1.03,.68,.55,.42,1.03,21
,ALPINE,.23,.20,.13,.10,.09,.42,.23,.39,.30,.38,.37,.33,<,.28,.19,.17,.18,.16,.21,.29,.36,.35,.35,.28,.26,.42,05
,CHICANO PARK,.10,.09,.14,.16,.34,.58,.47,.50,.65,.64,.58,.57,.37,.41,.32,.37,.34,.40,.45,.53,.69,.47,.35,.32,.41,.69,20
,DOWNTOWN SES,.11,.11,.12,.14,.16,.29,.25,.35,.53,.63,.57,.56,.36,.35,.32,.32,.31,.38,.44,.34,.27,.33,.27,.25,.32,.63,09
,OCEANVIEW BLVD,.15,.11,.11,.21,.30,.36,.40,.44,.55,.71,.60,.59,.38,.42,.39,.35,.33,.40,.28,.36,.34,.23,.26,.28,.36,.71,09
,SAN YSIDRO,.14,.14,.33,.34,.59,.47,.35,.48,.51,.44,.39,.30,.34,.16,.17,.19,.18,.25,.32,.27,.24,.14,.46,.28,.31,.59,04
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
