,CHULA VISTA,.000,.000,C,C,.000,.000,.002,.003,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,07
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.003,.005,.004,.003,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.005,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.003,.005,.005,.003,.001,.001,.000,.000,.000,.000,.001,.000,.001,.001,P,.006,.000,.000,.001,.006,21
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.001,.003,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.003,07
,PENDLETON,.000,.000,C,C,.001,.002,.002,.003,.010,M,.000,.000,.002,.003,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.010,08
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.6,.6,.5,.5,.4,C,.5,.5,.6,.6,.4,.5,.6,.5,.5,.5,.5,.4,.3,.5,.6,05
10 INTMP °C,ALPINE,25,25,25,25,25,25,24,24,24,23,24,23,23,23,24,24,23,24,24,24,24,24,24,24,24,25,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,00
,CHULA VISTA,25,24,24,24,24,25,24,25,25,24,25,24,25,25,25,25,25,25,25,24,24,25,24,25,25,25,00
,DOWNTOWN SES,24,24,24,24,24,24,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,24,23,24,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,P,25,25,25,24,26,01
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,23,24,24,24,24,24,25,25,25,24,25,00
,PENDLETON,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,24,25,00
11 PM2.5 µg/M3,ALPINE,11.2,12.7,9.4,7.9,7.9,6.8,4.4,4.3,7.2,7.8,13.1,12.0,18.8,16.9,14.7,20.8,16.8,9.7,13.2,9.9,11.4,11.1,10.6,11.4,11.2,20.8,15
,DOWNTOWN SES,9.0,9.7,12.4,10.4,8.1,10.0,9.4,15.1,13.5,17.3,12.2,9.1,11.6,8.1,7.0,9.1,10.9,7.2,8.2,11.6,9.6,10.7,7.4,6.8,10.1,17.3,09
,EL CAJON LES,10.5,7.2,12.7,10.7,8.1,10.2,9.4,14.6,15.0,16.8,20.4,20.4,16.9,15.7,19.0,8.1,10.2,10.5,11.1,11.0,10.0,8.6,12.7,9.7,12.4,20.4,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.1,12.3,11.0,9.3,10.8,11.7,15.7,20.5,22.8,24.2,19.2,19.6,14.3,16.9,13.7,13.0,9.0,16.8,11.3,12.1,13.9,14.1,11.7,9.9,14.2,24.2,09
,PENDLETON,11.9,7.9,11.4,9.9,8.1,6.2,11.7,15.4,10.9,13.3,10.7,11.6,9.0,10.9,11.8,9.9,10.2,12.1,10.0,8.8,7.8,6.0,5.5,5.1,9.8,15.4,07
12 VWDR °,ALPINE,26,29,155,88,345,43,144,280,266,287,296,288,292,304,306,300,311,308,311,334,155,53,13,104,0,345,04
,CHULA VISTA,237,230,225,220,227,301,57,230,255,258,262,253,256,254,262,257,262,260,247,264,256,269,252,304,0,304,23
,DOWNTOWN SES,228,224,233,238,177,23,68,211,204,199,205,204,219,221,224,229,210,198,205,198,212,226,219,198,0,238,03
,EL CAJON LES,177,194,177,185,155,305,51,287,266,269,270,266,230,214,228,215,218,201,225,203,179,218,205,199,0,305,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,229,293,294,7,324,287,311,193,217,232,233,228,235,232,231,223,235,224,243,237,P,292,275,299,0,324,04
,OTAY MESA DVN,347,349,356,338,343,346,328,256,301,295,295,298,293,299,297,297,298,301,302,342,336,318,314,352,0,356,02
,PENDLETON,164,32,74,141,9,20,277,238,241,247,248,246,246,229,235,222,222,231,217,202,213,202,230,286,0,286,23
13 SIGTHETA °,ALPINE,54,55,52,30,36,25,60,21,24,31,32,28,31,28,27,26,24,24,21,45,32,30,55,59,35,60,06
,CHULA VISTA,38,20,35,46,50,33,41,57,28,26,25,25,21,23,26,24,24,26,24,28,24,24,22,31,30,57,07
,DOWNTOWN SES,39,30,31,43,55,39,55,35,23,21,19,25,22,27,25,25,24,18,19,21,18,18,18,35,29,55,04
,EL CAJON LES,45,24,17,35,50,45,72,67,46,38,36,24,21,19,24,21,24,21,22,17,16,56,25,26,33,72,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,20,11,20,18,23,19,54,50,35,27,22,21,20,19,20,19,23,21,P,16,P,9,6,7,22,54,06
,OTAY MESA DVN,19,19,16,20,21,14,36,54,28,22,19,18,15,16,16,14,12,13,13,14,15,19,21,20,20,54,07
,PENDLETON,19,24,11,36,9,11,25,16,16,15,12,13,13,17,19,18,20,21,20,16,17,14,17,28,18,36,03
14 VWSP MPH,ALPINE,.4,.7,.1,.8,1.6,1.2,.6,2.4,3.4,3.3,4.4,5.2,5.4,5.8,5.3,5.1,4.6,3.9,2.7,1.2,.9,1.0,1.2,.9,.0,5.8,13
,CHULA VISTA,1.4,1.8,1.1,1.1,.9,1.1,.5,1.1,4.3,5.3,6.0,6.3,7.8,7.4,6.8,6.0,5.6,4.3,3.5,1.9,1.8,1.9,2.0,1.2,.0,7.8,12
,DOWNTOWN SES,1.6,1.8,1.6,1.3,.1,1.5,.6,2.7,5.0,6.0,6.6,6.8,7.1,6.7,6.3,5.3,4.9,4.9,4.0,2.6,2.4,2.7,2.7,.8,.0,7.1,12
,EL CAJON LES,1.0,1.5,1.9,1.1,.6,.5,.6,.6,2.1,3.3,4.3,6.2,6.4,6.7,6.0,5.8,4.2,4.5,3.6,3.1,2.6,1.2,2.2,1.2,.0,6.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.0,2.4,.7,.9,2.2,2.2,.4,1.8,3.6,5.3,6.5,6.7,7.8,7.6,7.6,7.1,6.0,5.0,4.6,3.3,P,3.7,3.6,3.2,.0,7.8,12
,OTAY MESA DVN,2.0,1.3,1.8,1.5,1.8,2.8,1.5,.5,3.2,5.7,6.9,7.7,8.6,8.4,8.7,8.5,9.3,7.0,5.8,4.3,3.6,2.7,2.8,2.5,.0,9.3,16
,PENDLETON,2.7,1.8,2.4,.4,2.8,2.5,1.2,3.7,5.1,5.1,6.4,6.5,6.8,7.0,6.3,6.2,4.8,3.6,3.1,2.4,2.3,2.1,1.7,.6,.0,7.0,13
15 SWSP MPH,ALPINE,1.1,1.4,.7,1.3,1.9,2.0,1.2,2.6,3.7,3.8,5.1,5.8,6.3,6.4,5.9,5.6,4.9,4.3,2.9,1.6,1.3,1.4,1.7,1.2,3.1,6.4,13
,CHULA VISTA,1.6,1.9,1.4,1.4,1.3,1.5,1.3,1.9,4.8,5.8,6.5,6.9,8.3,8.0,7.4,6.5,6.1,4.7,3.8,2.1,2.0,2.1,2.2,1.6,3.8,8.3,12
,DOWNTOWN SES,2.5,2.1,1.9,1.6,1.4,2.2,2.0,3.2,5.4,6.4,7.2,7.4,7.7,7.5,7.0,5.8,5.4,5.2,4.2,2.8,2.5,2.9,2.9,1.4,4.1,7.7,12
,EL CAJON LES,1.5,1.6,2.1,1.2,.8,1.2,1.1,1.3,2.5,3.9,5.1,6.7,7.2,7.2,6.7,6.3,4.7,4.8,4.1,3.2,2.8,1.4,2.6,1.3,3.4,7.2,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.8,2.4,1.4,1.1,2.3,2.3,1.4,2.7,4.4,5.9,6.9,7.2,8.4,8.0,8.1,7.5,6.5,5.5,4.7,3.4,P,3.7,3.6,3.4,4.5,8.4,12
,OTAY MESA DVN,2.0,1.4,1.9,1.6,1.9,2.9,1.7,.8,3.6,6.1,7.4,8.1,9.0,8.8,9.1,8.9,9.6,7.2,6.0,4.4,3.7,3.3,3.3,2.6,4.8,9.6,16
,PENDLETON,2.9,2.3,2.5,1.2,2.8,2.6,1.8,3.8,5.3,5.2,6.5,6.6,7.0,7.3,6.6,6.5,5.1,3.9,3.3,2.5,2.3,2.2,1.9,1.0,3.9,7.3,13
16 AMBTEMP °F,ALPINE,71.4,72.2,72.7,72.1,73.8,73.7,78.5,82.5,84.6,85.7,86.5,88.7,88.8,86.4,84.6,83.0,80.8,79.1,76.0,74.0,73.8,75.7,76.1,74.8,79.0,88.8,12
,CARMEL MT RCH,63.7,62.9,62.7,62.7,62.8,63.7,67.0,73.3,77.2,80.0,81.2,81.9,82.7,82.9,83.2,80.6,79.0,75.0,71.2,69.2,69.0,67.8,66.4,65.3,72.1,83.2,14
,CHULA VISTA,64.5,64.6,64.6,64.6,64.9,65.3,66.5,69.4,71.0,71.5,72.6,72.7,72.6,72.2,72.5,71.6,70.3,69.5,68.3,67.4,67.4,67.1,66.7,66.6,68.5,72.7,11
,DOWNTOWN SES,64.7,64.8,64.9,65.1,65.1,65.5,66.4,68.5,69.7,70.7,71.2,70.9,70.3,70.2,70.4,69.1,70.0,69.3,67.9,67.0,66.7,66.6,66.7,66.6,67.8,71.2,10
,EL CAJON LES,64.8,64.4,63.7,63.4,63.5,65.0,67.5,72.1,77.7,82.2,85.6,86.2,M,M,81.1,80.1,79.5,78.4,75.7,72.3,70.7,70.4,69.6,67.8,72.8,86.2,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,64.4,63.5,63.2,63.2,63.4,64.2,66.6,71.4,75.1,77.4,78.4,78.2,77.9,76.1,75.5,75.4,74.6,73.5,71.5,69.7,P,67.2,66.5,65.6,70.5,78.4,10
,OTAY MESA DVN,62.2,61.9,61.6,61.1,61.4,61.8,64.5,69.4,74.2,78.1,78.8,78.4,78.7,78.0,78.3,76.0,74.2,71.8,69.5,67.3,66.8,65.6,64.8,64.3,69.5,78.8,10
,PENDLETON,66.4,65.6,65.6,66.0,65.1,65.5,67.6,69.2,70.8,70.6,71.6,72.4,73.7,74.3,74.1,72.2,70.8,70.5,69.0,67.9,67.8,67.7,67.7,67.5,69.2,74.3,13
17 RELHUM %,ALPINE,65,63,60,58,54,53,39,41,37,37,38,34,36,40,43,44,47,49,53,55,56,53,53,55,48,65,00
,EL CAJON LES,83,84,86,88,88,83,77,67,57,50,45,45,M,M,52,51,49,52,58,65,69,71,73,78,67,88,03
,KEARNY MESA,88,91,92,91,92,92,85,73,65,62,60,61,62,65,66,65,66,67,72,77,P,83,86,89,76,92,02
18 PRES mmHg,EL CAJON LES,745,745,745,745,745,745,745,745,745,745,745,745,745,745,746,745,745,745,745,746,746,746,746,746,745,746,14
,KEARNY MESA,746,746,746,746,746,746,746,746,746,746,746,746,747,747,747,747,746,746,746,747,P,747,748,748,746,748,22
19 SOLAR W/M2,EL CAJON LES,-5,-4,-5,-5,-2,55,231,425,623,792,929,931,902,781,678,418,327,183,26,-5,-5,-5,-5,-6,302,931,11
,KEARNY MESA,0,0,0,0,2,68,224,409,680,752,853,908,898,768,568,600,445,206,46,-3,P,0,0,0,323,908,11
25 NOY,EL CAJON LES,4.42,4.39,4.00,3.68,4.44,C,C,11.01,11.54,12.85,M,M,M,6.82,7.20,6.64,5.07,5.65,5.64,5.87,5.96,6.49,8.43,8.86,6.78,12.85,09
26 NOY-NO,EL CAJON LES,4.41,4.38,3.99,3.65,4.39,C,C,7.47,8.36,9.66,M,M,M,6.07,6.48,5.54,4.29,4.95,5.42,5.48,5.81,6.38,8.32,8.66,5.98,9.66,09
27 NO Trace,EL CAJON LES,.00,.00,.00,.03,.04,C,C,3.53,3.17,3.19,M,M,M,.74,.72,1.09,.77,.69,.21,.39,.14,.10,.11,.19,.79,3.53,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.3,.2,.2,.2,.2,.3,.2,.3,.3,.2,.2,.2,.1,.2,.2,.3,.2,.3,.2,.3,06
29 CO Tr PPB,EL CAJON LES,163.5,161.8,C,C,C,213.7,240.2,275.5,326.9,363.1,354.1,323.3,266.8,M,186.8,185.9,172.9,185.7,207.0,199.4,203.6,216.3,267.0,223.9,236.8,363.1,09
BCarbon ug/m3,10TH AVE MARINE TERM,.15,.21,.28,.32,.38,.46,.63,.65,.88,.97,.73,.65,.38,.45,.27,.24,.28,.42,.21,.20,.39,.21,.26,.17,.41,.97,09
,ALPINE,.37,.33,.34,.38,.47,.86,.55,.75,.56,.45,.45,.49,.70,.72,.63,.63,.60,.49,.43,.33,.47,.46,.41,.61,.52,.86,05
,CHICANO PARK,.44,.55,.42,.66,.59,.73,.71,.80,.78,1.08,.85,.42,.36,.43,.29,.30,.37,.29,.21,.36,.60,.72,.53,.78,.55,1.08,09
,DOWNTOWN SES,.24,.37,.47,.46,.41,.59,.47,.85,.84,1.01,.91,.60,.40,.47,.28,.28,.31,.38,.38,.51,.54,.58,.64,.46,.52,1.01,09
,OCEANVIEW BLVD,.26,.18,.25,.32,.41,.47,.52,.76,.85,.98,.72,.46,.33,.37,.29,.29,.23,.29,.25,.22,.27,.47,.29,.15,.40,.98,09
,SAN YSIDRO,.48,.49,.50,.46,.53,.61,.52,.59,.73,.85,.50,.36,.30,.31,.28,.16,.14,.10,.11,.11,.21,.51,.30,.11,.39,.85,09
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
